Probe id	Gene name	Entrez gene id	Chromosome	Start	End	Cytoband	RefSeq(mRNA)	RefSeq(protein)	BR:MCF7	BR:MDA-MB-231	BR:HS 578T	BR:BT-549	BR:T-47D	CNS:SF-268	CNS:SF-295	CNS:SF-539	CNS:SNB-19	CNS:SNB-75	CNS:U251	CO:COLO 205	CO:HCC-2998	CO:HCT-116	CO:HCT-15	CO:HT29	CO:KM12	CO:SW-620	LE:CCRF-CEM	LE:HL-60(TB)	LE:K-562	LE:MOLT-4	LE:RPMI-8226	LE:SR	ME:LOX IMVI	ME:MALME-3M	ME:M14	ME:SK-MEL-2	ME:SK-MEL-28	ME:SK-MEL-5	ME:UACC-257	ME:UACC-62	ME:MDA-MB-435	ME:MDA-N	LC:A549/ATCC	LC:EKVX	LC:HOP-62	LC:HOP-92	LC:NCI-H226	LC:NCI-H23	LC:NCI-H322M	LC:NCI-H460	LC:NCI-H522	OV:IGROV1	OV:OVCAR-3	OV:OVCAR-4	OV:OVCAR-5	OV:OVCAR-8	OV:SK-OV-3	OV:NCI/ADR-RES	PR:PC-3	PR:DU-145	RE:786-0	RE:A498	RE:ACHN	RE:CAKI-1	RE:RXF 393	RE:SN12C	RE:TK-10	RE:UO-31
KIF16B	KIF16B	55614	20	16252748	16554079	20p11.23	NM_001199865.1	NP_001186795.1	-	-	-	-	-	55	-	-	-	-	-	-	-	58	49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PCSK2	PCSK2	5126	20	17206751	17465222	20p11.2	NM_001201529.1	NP_002585.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	80	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGME1	MGME1	92667	20	17949533	17971765	20p11.23	NM_052865.2	NP_443097.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ZNF133	ZNF133	7692	20	18268926	18297640	20p11.23	NM_003434.4	NP_001076799.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RBBP9	RBBP9	10741	20	18467187	18477887	20p11.2	NM_006606.2	NP_006597.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	-	54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SEC23B	SEC23B	10483	20	18488187	18542059	20p11.23	NM_032986.3	NP_006354.2	-	-	-	-	-	-	-	-	-	-	-	-	72	-	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	75	77	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NAA20	NAA20	51126	20	19997933	20014273	20p11.23	NM_181527.3	NP_057184.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CRNKL1	CRNKL1	51340	20	20015004	20036690	20p11.2	NM_016652.5	NP_057736.4	-	-	-	-	-	-	-	-	-	26	-	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39	22	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-	-	-	-	65	-	-
CFAP61	CFAP61	26074	20	20033157	20341346	20p11.23	NM_015585.3	NP_001161288.1	-	-	-	-	-	-	-	-	-	-	-	-	-	58	45	-	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PAX1	PAX1	5075	20	21686296	21699124	20p11.2	NM_001257096.1	NP_006183.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39	-	-	-	-	-	-	-	26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SSTR4	SSTR4	6754	20	23016056	23017314	20p11.2	NM_001052.2	NP_001043.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46	-	-	-	-	-	-	-	-
THBD	THBD	7056	20	23026269	23030301	20p11.2	NM_000361.2	NP_000352.1	-	-	-	-	-	-	-	-	-	-	-	-	-	44	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GZF1	GZF1	64412	20	23342768	23353698	20p11.21	NM_022482.3	NP_071927.1	-	-	-	-	-	-	-	-	-	-	-	-	40	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CSTL1	CSTL1	128817	20	23420321	23425567	20p11.21	NM_138283.1	NP_612140.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CST9L	CST9L	128821	20	23545369	23549386	20p11.21	NM_080610.2	NP_542177.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SYNDIG1	SYNDIG1	79953	20	24449834	24647253	20p11.21	NM_024893.1	NP_079169.1	-	-	-	-	-	-	75	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	33	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
APMAP	APMAP	57136	20	24943579	24973425	20p11.2	NM_020531.2	NP_065392.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	44	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ACSS1	ACSS1	84532	20	24986865	25038818	20p11.23-p11.21	NM_001252675.1	NP_001239605.1	-	-	-	-	-	-	-	-	-	-	-	-	52	-	27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	60	-	-	-	-	64	-	-	-	-	-	-	-	-
ENTPD6	ENTPD6	955	20	25176338	25207360	20p11.21	NM_001114089.1	NP_001238.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	44	-	-	-	-	-	-	-	-
PYGB	PYGB	5834	20	25228705	25278648	20p11.21	NM_002862.3	NP_002853.2	-	-	-	-	-	-	-	-	-	50	-	62	41	-	40	-	39	-	-	-	-	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ABHD12	ABHD12	26090	20	25275378	25371618	20p11.21	NM_015600.4	NP_056415.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NINL	NINL	22981	20	25433337	25566153	20p11.22-p11.1	NM_025176.4	NP_079452.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48	-	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62	-	72	-	-	-	-	-	-	-	-	-	-
ZNF337	ZNF337	26152	20	25653830	25677540	20p11.1	NM_015655.2	NP_056470.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	49	-	-	-	-	-	-	-	-	-	-	-
DEFB115	DEFB115	245929	20	29845466	29847435	20q11.1	NM_001037730.1	NP_001032819.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DEFB116	DEFB116	245930	20	29891014	29896388	20q11.21	NM_001037731.1	NP_001032820.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HM13	HM13	81502	20	30102212	30157370	20q11.21	NM_178580.1	NP_110416.1	-	-	-	28	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BCL2L1	BCL2L1	598	20	30252260	30310656	20q11.21	NM_138578.1	NP_612815.1	-	-	-	28	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45	-	-
TPX2	TPX2	22974	20	30326903	30389603	20q11.2	NM_012112.4	NP_036244.2	-	-	-	-	-	-	-	-	-	-	32	-	-	-	44	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MYLK2	MYLK2	85366	20	30407177	30422500	20q13.31	NM_033118.3	NP_149109.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FOXS1	FOXS1	2307	20	30432102	30433420	20q11.21	NM_004118.3	NP_004109.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19	26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TTLL9	TTLL9	164395	20	30458504	30530858	20q11.21	NM_001008409.2	NP_001008409.1	-	18	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CCM2L	CCM2L	140706	20	30598244	30619984	20q11.2	NM_080625.3	NP_542192.2	-	-	-	-	-	-	-	-	-	-	-	-	-	66	40	-	-	-	-	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20
HCK	HCK	3055	20	30639990	30689657	20q11-q12	NM_001172130.1	NP_001165602.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	-	-	-	-	-	-	-	54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TM9SF4	TM9SF4	9777	20	30697308	30755061	20q11.21	NM_014742.3	NP_055557.2	-	-	-	-	-	-	-	-	-	-	-	-	47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
POFUT1	POFUT1	23509	20	30795695	30826467	20q11	NM_172236.1	NP_758436.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	30	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-
KIF3B	KIF3B	9371	20	30865453	30922811	20q11.21	NM_004798.3	NP_004789.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48	-	-	-	-	-	-	-	-	-	47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ASXL1	ASXL1	171023	20	30946146	31027122	20q11	NM_001164603.1	NP_056153.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	49	-	-	-	-	-	29	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NOL4L	NOL4L	140688	20	31030861	31172875	20q11.21	NM_001256798.1	NP_001243727.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	54	-	-
DNMT3B	DNMT3B	1789	20	31350190	31397162	20q11.2	NM_001207055.1	NP_001193984.1	-	-	-	-	-	-	-	-	-	-	-	-	52	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55	-	-	-	-	-	-	-	-	-	-	-	-	-	38	-	-
MAPRE1	MAPRE1	22919	20	31407698	31438211	20q11.1-q11.23	NM_012325.2	NP_036457.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SUN5	SUN5	140732	20	31571580	31592239	20q11.21	NM_080675.3	NP_542406.2	-	-	-	-	-	-	-	-	-	-	-	-	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BPIFB2	BPIFB2	80341	20	31595383	31611515	20q11.21	NM_025227.2	NP_079503.1	-	-	-	-	-	-	-	-	-	-	-	-	41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BPIFB6	BPIFB6	128859	20	31619453	31631853	20q11.21	NM_174897.2	NP_777557.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	80	-	-	-	-	-	-	-	-
BPIFB4	BPIFB4	149954	20	31669317	31699557	20q11.21	NM_182519.2	NP_872325.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BPIFA3	BPIFA3	128861	20	31805115	31815612	20q11.21	NM_178466.3	NP_001035904.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40	54	-	-	-	-	-	-	-	-	-	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BPIFA1	BPIFA1	51297	20	31823801	31831115	20q11.2	NM_001243193.1	NP_001230122.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	60	-	-	-	-	-	-	-	-
SNTA1	SNTA1	6640	20	31995762	32031698	20q11.2	NM_003098.2	NP_003089.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CBFA2T2	CBFA2T2	9139	20	32077927	32237837	20q11	NM_001039709.1	NP_005084.1	-	-	-	-	-	-	-	-	-	-	-	-	-	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	56	-	-
ZNF341	ZNF341	84905	20	32319565	32380075	20q11.22	NM_032819.3	NP_116208.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	37	-	-	-	40	-	-	-	-	-	-	-	58	-	-	-	-	-	71	44	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RALY	RALY	22913	20	32581457	32670991	20q11.21-q11.23	NM_007367.3	NP_057951.1	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-
ASIP	ASIP	434	20	32848170	32857148	20q11.2-q12	NM_001672.2	NP_001663.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AHCY	AHCY	191	20	32868070	32899608	20q11.22	NM_000687.2	NP_000678.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ITCH	ITCH	83737	20	32951040	33099198	20q11.22	NM_001257138.1	NP_001244067.1	-	-	-	37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TP53INP2	TP53INP2	58476	20	33292147	33301237	20q11.22	NM_021202.1	NP_067025.1	-	-	-	-	-	22	-	-	-	-	-	-	-	44	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NCOA6	NCOA6	23054	20	33302577	33413433	20q11	NM_014071.3	NP_054790.2	-	-	-	-	-	-	-	-	-	-	-	-	50	-	55	-	-	-	-	-	-	-	-	-	-	-	42	-	-	-	-	-	45	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GGT7	GGT7	2686	20	33432522	33460661	20q11.22	NM_178026.2	NP_821158.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	-	-	-	-	-	26	28	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	33	-	-	-	-	-	63	-	-
ACSS2	ACSS2	55902	20	33462765	33515769	20q11.22	NM_001076552.2	NP_061147.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	72	-	-	-	-	-	-	-	-	-	-	-	-	56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GSS	GSS	2937	20	33516235	33543601	20q11.2	NM_000178.2	NP_000169.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	81	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MYH7B	MYH7B	57644	20	33543637	33590240	20q11.22	NM_020884.3	NP_065935.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	-	-	-	-	-	-	-	-	-
UQCC1	UQCC1	55245	20	33890368	33999945	20q11.22	NM_001184977.1	NP_001171906.1	-	-	-	-	-	-	-	-	-	-	-	-	49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GDF5	GDF5	8200	20	34021144	34025970	20q11.2	NM_000557.2	NP_000548.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	60
CEP250	CEP250	11190	20	34043222	34099803	20q11.22	NM_007186.3	NP_009117.2	-	-	-	-	-	-	-	-	-	-	-	-	42	27	-	-	25	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SPAG4	SPAG4	6676	20	34203808	34208965	20q11.21	NM_003116.1	NP_003107.1	-	-	-	-	-	-	-	-	-	-	-	-	-	31	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CPNE1	CPNE1	8904	20	34213952	34252878	20q11.22	NM_001198863.1	NP_690902.1	-	-	-	-	-	-	-	-	-	-	-	-	-	51	41	-	21	75	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-
RBM12	RBM12	10137	20	34236846	34252878	20q11.21	NM_001198838.1	NP_001185769.1	-	-	-	-	-	-	-	-	-	-	-	-	50	-	71	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NFS1	NFS1	9054	20	34256609	34287287	20q11.22	NM_001198989.1	NP_066923.3	-	-	-	-	57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RBM39	RBM39	9584	20	34291530	34330258	20q11.22	NM_001242600.1	NP_909122.1	-	-	-	-	-	-	-	-	-	-	-	-	-	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PHF20	PHF20	51230	20	34359922	34538288	20q11.22-q11.23	NM_016436.4	NP_057520.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	-	-	-	-	-	-	-	-	-	-	-
CNBD2	CNBD2	140894	20	34556502	34618622	20q11.23	NM_080834.2	NP_001194005.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EPB41L1	EPB41L1	2036	20	34679425	34820721	20q11.2-q12	NM_012156.2	NP_036288.2	-	-	-	-	-	-	-	-	-	-	-	-	58	-	82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AAR2	AAR2	25980	20	34824338	34844863	20pter-q12	NM_015511.4	NP_056326.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	30
DLGAP4	DLGAP4	22839	20	34894244	35157040	20q11.23	NM_183006.2	NP_001035951.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	56	-	-	-	-	-	-	-	-	-	-	-	-	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	33	-	-	-	-	-	-	-	-
NDRG3	NDRG3	57446	20	35280168	35374541	20q11.21-q11.23	NM_022477.3	NP_114402.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	52	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TLDC2	TLDC2	140711	20	35504523	35522634	20q11.23	NM_080628.1	NP_542195.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SAMHD1	SAMHD1	25939	20	35520226	35580246	20pter-q12	NM_015474.3	NP_056289.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RBL1	RBL1	5933	20	35624754	35724403	20q11.2	NM_002895.3	NP_899662.1	-	-	-	-	-	-	-	-	-	-	-	-	44	-	49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GHRH	GHRH	2691	20	35879489	35885299	20q11.2	NM_021081.4	NP_001171660.1	-	-	-	-	-	-	-	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRC	SRC	6714	20	35973087	36033835	20q12-q13	NM_198291.2	NP_005408.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CTNNBL1	CTNNBL1	56259	20	36322356	36500531	20q11.23-q12	NM_030877.3	NP_110517.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	41	-	-	-	-	-	44	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
