Probe id	Gene name	Entrez gene id	Chromosome	Start	End	Cytoband	RefSeq(mRNA)	RefSeq(protein)	BR:MCF7	BR:MDA-MB-231	BR:HS 578T	BR:BT-549	BR:T-47D	CNS:SF-268	CNS:SF-295	CNS:SF-539	CNS:SNB-19	CNS:SNB-75	CNS:U251	CO:COLO 205	CO:HCC-2998	CO:HCT-116	CO:HCT-15	CO:HT29	CO:KM12	CO:SW-620	LE:CCRF-CEM	LE:HL-60(TB)	LE:K-562	LE:MOLT-4	LE:RPMI-8226	LE:SR	ME:LOX IMVI	ME:MALME-3M	ME:M14	ME:SK-MEL-2	ME:SK-MEL-28	ME:SK-MEL-5	ME:UACC-257	ME:UACC-62	ME:MDA-MB-435	ME:MDA-N	LC:A549/ATCC	LC:EKVX	LC:HOP-62	LC:HOP-92	LC:NCI-H226	LC:NCI-H23	LC:NCI-H322M	LC:NCI-H460	LC:NCI-H522	OV:IGROV1	OV:OVCAR-3	OV:OVCAR-4	OV:OVCAR-5	OV:OVCAR-8	OV:SK-OV-3	OV:NCI/ADR-RES	PR:PC-3	PR:DU-145	RE:786-0	RE:A498	RE:ACHN	RE:CAKI-1	RE:RXF 393	RE:SN12C	RE:TK-10	RE:UO-31
MAPK1	MAPK1	5594	22	22113946	22221970	22q11.21	NM_138957.2	NP_002736.3	-0.152	-0.134	-0.581	-0.258	0.252	-0.9	0.151	-0.055	-1	-0.105	-1.388	-0.757	-1.23	0.114	-0.397	-1.992	-0.157	-0.218	-0.014	-1.04	1.304	-0.956	-3.03	-0.884	-0.435	0.467	1.112	-0.011	1.076	-0.614	-0.291	0.311	0.472	-0.133	-2.087	0.288	-1.298	-0.272	-1.305	-0.72	-0.846	-0.647	0.304	-0.355	0.454	-0.151	0.144	-0.127	-0.659	0.042	0.315	0.088	0.02	-1.677	0.078	-0.066	0.659	-1.186	-0.303	-0.17
SMARCB1	SMARCB1	6598	22	24129149	24176705	22q11.23|22q11	NM_001007468.1	NP_003064.2	1.18	0.144	1.14	-0.513	-0.091	0.653	0.75	0.377	0.835	-0.742	-1.388	0.69	0.989	1.076	0.731	-0.144	-0.542	0.867	1.651	1.641	1.532	1.231	1.686	1.41	0.204	0.105	0.7	1.096	1.366	1.286	0.335	0.921	0.426	-1.195	0.842	0.518	1.267	1.227	1.428	0.686	1.075	1.527	2.129	0.625	-1.334	-0.151	1.345	1.239	0.547	0.146	-0.871	0.06	0.712	0.835	0.987	0.159	1.094	1.581	0.335	-0.193
EP300_10_24332	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	2.97	2.258	2.203	2.102	3.181	2.052	3.293	2.348	3.366	2.438	3.098	3.217	3.653	2.563	1.923	2.745	3.392	3.981	3.334	3.732	3.015	3.092	3.643	3.664	2.741	2.928	2.191	4.087	2.945	3.082	3.034	2.899	3.29	2.748	3.017	3.365	3.543	2.206	2.883	2.748	3.126	3.16	3.126	3.433	2.755	2.705	3.611	2.177	3.232	1.386	3.057	2.613	2.999	2.934	2.855	2.493	3.151	3.541	2.687	2.931
EP300_10_24347	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	2.715	2.201	2.179	2.102	3.465	2.032	3.019	2.118	3.122	2.386	3.057	2.726	3.393	2.064	1.65	2.565	2.874	3.832	3.324	3.571	2.817	2.717	3.228	3.036	2.621	2.811	2.961	4.152	3.068	3.14	3.146	2.978	3.174	2.369	2.378	2.889	2.743	1.761	1.91	2.712	2.77	2.96	2.831	3.411	2.405	2.343	3.388	1.718	2.98	1.445	2.856	2.381	2.72	2.342	2.554	2.507	3.071	3.453	2.286	2.665
EP300_12_26542	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	2.01	-0.23	1.026	1.011	2.208	1.668	2.021	1.698	1.723	0.896	1.948	1.029	1.555	0.428	-0.378	1.429	2.238	3.173	2.827	2.652	1.706	1.812	2.679	2.311	1.514	1.564	2.666	3.523	2.131	1.995	1.94	1.962	2.093	2.087	1.154	1.415	1.446	0.542	1.087	1.629	1.543	1.84	1.88	2.297	1.535	-0.151	0.713	-1.579	0.824	-1.786	2.029	0.78	0.892	-0.317	-0.126	0.614	0.992	2.113	1.098	1.851
EP300_13_26560	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	2.876	1.954	2.515	2.509	3.052	2.83	2.99	2.932	2.932	2.31	3.15	2.373	3.186	1.924	1.056	2.903	3.073	3.839	3.625	3.555	3.232	2.726	3.404	3.362	2.491	2.412	3.679	4.984	3.117	3.021	3.035	3.414	3.129	2.421	2.162	3.13	3.215	2.363	2.609	3.405	3.453	3.424	3.433	3.358	2.604	2.65	3.143	1.367	2.868	0.889	3.544	3.595	3.046	2.286	2.65	2.039	2.873	3.56	2.691	3.25
EP300_13_26576	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	2.936	2.631	3.713	3.292	3.459	2.125	2.972	2.803	3.037	2.028	-1.388	2.988	2.736	2.932	1.499	2.693	3.085	3.729	3.279	3.134	2.8	2.752	3.148	3.181	2.169	2.449	3.307	4.358	3.224	2.972	3.077	3.334	2.113	2.918	2.11	2.887	2.776	2.066	2.363	2.902	3.053	3.171	3.216	3.747	2.56	2.92	3.124	1.311	3.135	1.236	3.629	3.735	2.895	2.363	2.799	3.527	3.9	3.75	3.228	3.749
EP300_14_26530	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	3.334	2.555	3.035	3.018	3.629	3.387	3.414	3.183	3.256	2.662	3.269	2.327	3.301	1.443	0.98	2.798	3.061	3.928	3.378	3.543	2.795	3.015	3.444	3.206	3.164	2.987	2.979	4.461	3.2	3.24	3.76	3.355	3.846	3.258	2.364	3.285	3.134	2.247	2.533	3.365	3.464	3.857	3.55	3.894	2.83	2.84	3.205	1.447	3.146	1.601	3.252	3.075	3.152	2.525	2.7	2.494	3.499	3.664	2.709	3.146
EP300_14_26534	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	3.33	2.298	2.585	-1.563	-2.07	3.473	2.977	2.745	2.799	2.221	2.714	2.218	2.819	1.493	0.656	2.641	2.967	3.873	3.143	3.085	2.543	2.855	3.152	3.132	2.621	2.613	2.891	4.358	3.122	3.196	3.775	3.322	2.871	3.967	1.816	2.481	2.36	1.4	1.796	3.032	2.629	3.028	3.107	4.187	2.804	2.768	3.174	1.407	3.121	0.742	3.244	3.238	3.046	2.473	2.634	2.426	3.17	3.584	2.774	3.194
EP300_16_40563	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	3.345	2.367	3.042	2.853	3.643	2.846	3.283	3.123	2.337	2.289	3.038	2.625	3.224	2.032	1.468	2.283	2.887	3.833	3.222	3.843	3.276	2.986	3.385	3.551	3.412	2.995	3.565	4.173	3.225	2.896	2.164	2.361	3.266	2.985	3.045	3.292	2.899	2.61	2.843	3.502	3.589	3.682	3.812	2.894	2.484	2.723	3.843	1.718	2.958	1.439	2.538	2.587	3.043	2.721	3.008	2.16	3.151	3.412	2.647	2.689
EP300_16_40579	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	3.404	2.41	2.895	2.697	3.864	2.671	2.976	2.704	1.902	1.874	2.477	2.707	3.045	1.64	1.163	1.907	2.372	3.41	2.505	3.361	2.967	2.447	2.89	2.954	3.401	2.727	4.987	5.727	4.201	4.085	3.479	3.668	3.249	3.122	2.694	2.979	2.289	2.281	2.428	2.634	3.144	3.154	3.505	3.554	3.169	2.594	4.953	1.826	2.87	1.787	2.406	2.529	3.314	2.741	3.327	2.154	3.262	3.343	2.538	2.634
EP300_19_40603	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	1.169	0.108	0.778	0.717	1.336	0.503	0.746	0.45	-1	0.063	0.541	0.063	0.556	-0.788	-1.348	-0.12	0.201	1.359	1.222	1.318	0.751	0.792	0.963	0.502	0.91	0.588	1.135	2.342	0.942	0.703	0.368	-0.161	0.855	0.972	0.062	0.631	0.328	-0.378	-0.117	0.898	0.711	0.947	1.108	0.611	0.602	0.854	1.217	-1.579	1.071	-0.483	0.231	0.241	0.329	0.533	0.533	-0.232	0.477	0.679	0.236	0.528
EP300_19_40619	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	1.189	0.082	0.967	0.882	1.476	0.826	0.631	0.686	-1	0.417	0.759	0.095	0.869	0.105	-0.992	0.533	0.89	1.896	1.507	1.85	1.012	1.065	1.549	0.973	0.952	0.67	0.952	2.216	1.023	1.116	0.72	0.288	1.081	1.178	0.737	0.413	0.497	-0.098	0.101	1.332	1.057	1.242	1.424	0.913	0.909	1.346	1.831	-0.306	1.539	-1.786	0.468	0.108	0.999	1.003	1.006	-0.261	0.81	1.291	0.407	0.693
EP300_1_5433	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	3.544	3.477	3.641	3.313	3.713	3.041	3.74	3.516	2.27	2.954	3.656	3.017	3.429	2.76	1.585	2.77	3.53	4.71	3.156	4.142	3.455	2.789	3.208	3.204	3.899	3.126	3.799	4.522	3.783	3.339	2.764	3.178	4.167	4.197	2.766	3.008	3.29	2.304	2.646	3.477	3.506	3.863	3.783	3.773	4.011	2.833	4.461	2.592	3.928	2.163	4.157	3.478	3.974	3.292	3.699	4.317	4.309	5.286	4.322	3.959
EP300_20_26599	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	0.783	-0.588	-0.581	0.256	0.901	0.054	0.142	0.008	-1	-0.24	0.141	-0.143	0.263	-2.269	-2.35	-0.261	0.043	0.959	1.278	1.005	0.438	0.484	0.595	0.265	0.246	0.098	1.448	2.27	0.527	0.233	0.166	-0.243	0.48	0.683	-0.09	0.341	0.144	-0.528	-1.305	0.592	0.655	0.839	0.892	0.287	-0.304	-0.151	0.542	-1.579	0.643	-1.786	-0.085	-0.159	0.273	-0.301	-0.17	-0.723	0.138	0.502	-0.17	0.227
EP300_20_26615	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	0.569	-0.329	-0.581	0.317	0.999	0.386	0.347	0.245	-1	-0.107	0.36	-0.069	0.664	-2.269	-2.35	-0.096	0.413	1.21	1.606	1.593	0.844	0.789	0.96	0.932	0.404	0.232	1.892	2.726	0.637	0.599	0.494	-0.081	0.772	0.829	0.419	0.828	0.425	-0.23	-1.305	0.841	0.936	0.843	1.229	0.45	0.038	-0.151	0.979	-1.579	0.901	-1.786	0.148	-0.367	0.602	0.024	0.19	-0.646	0.375	0.872	-0.119	0.352
EP300_21_54296	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	0.501	-0.315	-0.581	0.352	1.021	-0.32	0.023	-0.106	-1	-0.61	0.171	-0.251	0.133	-0.949	-2.35	0.365	0.522	1.318	1.104	1.035	0.434	0.505	0.746	0.102	0.336	-0.258	0.976	1.888	0.552	0.164	-0.091	-0.226	0.31	0.679	-0.373	0.362	0.032	-1.671	-1.305	0.39	0.585	0.783	0.781	0.255	0.084	-0.151	0.636	-1.579	0.632	-1.786	0.135	-0.205	0.319	-0.058	-0.217	-0.556	0.337	0.697	-0.137	0.479
EP300_21_54312	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	0.775	0.144	-0.581	0.293	0.537	0.628	0.465	0.087	-1	-0.707	0.088	0.62	0.761	-0.562	-2.35	0.04	0.954	1.8	1.472	1.89	0.754	0.484	1.284	0.829	0.348	-0.03	0.762	1.833	0.632	0.199	0.042	-0.064	0.62	0.454	0.139	-0.116	0.132	-1.671	-1.305	0.429	0.75	0.933	1.204	0.545	-0.184	1.04	1.211	-1.579	1.039	-1.786	0.739	0.08	0.664	0.632	0.244	-0.346	0.588	0.803	-0.331	0.143
EP300_24_GBL00002	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	3.086	1.734	2.158	2.206	2.942	1.686	1.795	1.365	0.629	1.261	1.528	1.125	1.614	0.119	-0.598	1.474	1.876	3.037	1.793	2.268	1.576	1.121	1.89	1.625	2.663	2.356	2.708	3.511	2.295	2.093	1.587	1.675	2.771	2.499	1.145	1.09	1.238	0.431	0.042	1.657	1.684	2.186	2.193	2.481	1.588	1.619	2.993	0.49	2.3	0.075	2.544	1.973	2.092	1.604	1.82	1.162	2.546	2.713	1.997	2.248
EP300_24_GBL00023	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	2.77	1.516	1.925	1.849	2.679	2.042	2.165	1.871	1.206	1.199	1.513	1.775	2.241	0.674	0.401	1.668	2.093	3.158	2.496	2.736	2.401	1.496	2.268	2.176	2.399	1.925	2.789	3.968	2.341	2.272	1.612	1.712	2.598	2.252	1.803	1.564	1.966	1.05	1.098	2.032	2.149	2.583	2.58	2.446	1.831	1.687	3.012	0.562	2.341	0.055	1.995	1.409	2.222	1.722	1.915	1.076	2.466	2.662	1.897	1.907
EP300_25_GBL00046	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	3.516	2.5	2.723	2.75	3.389	2.916	3.004	2.913	2.138	2.252	2.675	2.819	3.278	1.861	1.254	2.532	3.175	4.133	3.455	3.825	3.499	2.503	3.319	3.162	3.357	2.735	4.035	4.814	3.677	3.564	2.666	3.267	2.944	3.075	2.694	2.897	2.899	2.375	2.233	2.925	2.806	3.107	3.315	3.749	3.018	3.036	3.998	2.142	3.338	1.323	2.761	2.591	3.091	2.865	2.861	2.428	3.604	3.661	2.991	2.77
EP300_25_GBL00049	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	2.753	1.475	1.869	1.819	2.727	2.062	2.212	2.015	1.202	1.693	1.73	1.758	2.267	1.508	0.966	1.831	1.982	3.06	2.423	2.784	2.48	1.827	2.285	2.17	2.691	2.241	2.284	3.098	2.203	2.052	1.307	1.354	2.176	2.206	1.987	1.634	1.535	1.184	1.464	2.133	1.735	2.259	2.437	2.354	1.565	1.563	2.497	0.479	2.047	-0.038	1.858	1.513	1.762	1.874	1.688	1.485	2.261	2.713	1.874	2.056
EP300_26_GBL00052	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	3.322	2.338	2.914	2.893	3.866	0.986	-1.533	1.347	-1	0.643	1.687	1.213	1.753	0.224	-0.333	0.944	1.114	2.155	2.818	2.932	2.813	2.084	2.815	2.553	2.762	2.291	0.692	2.886	1.588	2.691	2.073	2.394	3.644	3.407	2.269	1.865	1.352	0.754	1.233	1.923	1.89	2.305	2.774	3.011	2.171	2.133	3.028	1.046	2.73	0.798	2.521	2.074	2.726	2.333	2.368	1.796	2.949	3.309	2.523	2.43
EP300_26_GBL00073	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	3.536	2.282	2.408	2.1	2.896	2.343	2.874	2.713	1.847	1.838	2.105	2.029	2.544	1.36	0.907	2.119	2.518	1.727	3.078	2.875	2.809	2.098	2.82	2.668	2.659	2.076	5.796	6.66	4.852	4.598	-2.711	-2.893	3.163	2.698	2.269	2.686	2.015	1.69	1.751	2.389	2.296	2.804	3.22	-1.596	2.75	2.244	3.724	1.135	2.705	0.978	2.714	2.117	2.827	2.475	2.51	1.708	3.02	3.36	2.624	2.707
EP300_2_8423	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	1.818	-0.365	2.447	2.224	3.009	1.53	1.969	1.84	0.48	0.76	1.935	1.461	1.905	1.185	-0.042	1.274	2.017	2.986	2.515	1.79	2.583	1.31	1.891	2.435	2.316	1.452	3.137	3.776	2.567	2.421	2.216	2.676	2.927	3.085	1.67	1.468	1.706	0.775	1.119	2.028	2.384	2.217	2.471	3.042	2.361	1.529	2.789	0.431	2.224	0.943	1.856	1.615	2.488	1.932	2.072	2.4	2.27	2.956	2.187	1.989
EP300_2_8430	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	1.128	1.572	1.219	1.365	1.607	0.855	1.426	1.147	0.001	0.144	1.005	1.007	1.642	0.213	-0.821	0.951	1.507	2.381	2.049	2.449	1.739	0.846	1.796	1.798	1.183	0.485	2.561	3.401	2.333	1.356	1.022	1.479	2.657	1.609	1.299	1.136	1.287	0.294	0.662	1.662	2.124	2.122	2.106	1.942	2.146	1.528	2.389	0.154	2.092	0.61	1.307	1.334	2.073	1.409	1.519	1.391	1.977	3.033	1.544	1.16
EP300_2_8439	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	1.256	1.577	1.555	1.819	1.894	1.691	1.956	1.762	0.632	0.975	1.816	1.415	1.936	0.594	0.164	1.378	2.073	3.144	1.506	2.455	1.71	0.808	1.729	1.962	2.358	1.415	1.623	2.831	1.621	1.274	0.941	1.031	2.213	1.991	1.547	1.524	1.481	0.714	1.021	2.17	2.417	2.259	2.274	1.972	1.688	1.173	2.113	0.167	2.434	0.209	1.772	1.587	1.584	1.182	1.311	1.506	2.008	2.587	1.761	1.795
EP300_30_GBL00152	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	2.382	1.923	2.228	0.827	0.93	1.629	2.278	1.834	1.192	0.889	1.022	1.803	2.072	0.558	0.385	1.506	1.818	2.673	2.353	2.215	2.293	2.054	2.436	2.3	2.289	1.502	2.16	3.256	2.277	2.082	1.716	1.388	1.481	1.237	1.661	1.26	1.592	1.313	1.771	2.586	2.262	2.619	2.592	2.061	1.246	1.599	2.66	0.788	2.082	0.519	1.161	1.088	1.945	1.724	1.663	1.655	2.302	2.667	1.581	1.95
EP300_30_GBL00163	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	2.365	1.99	2.311	0.98	2.404	1.723	2.67	2.335	1.56	1.305	1.169	1.871	1.731	0.597	0.512	1.646	1.683	2.813	2.377	2.678	2.231	1.832	2.39	2.156	1.728	1.797	2.814	3.601	2.503	2.458	2.031	2.078	2.05	1.973	1.563	1.978	1.873	1.684	1.658	2.164	1.934	2.781	2.716	2.868	1.794	1.992	3.001	1.063	2.148	0.582	1.482	1.227	2.574	2.207	2.038	1.751	2.375	2.712	1.665	1.949
EP300_8_8881	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	3.942	3.297	3.696	3.41	3.615	3.028	3.444	3.598	2.078	2.332	4.117	2.986	4.093	2.625	2.255	3.351	3.262	4.224	3.381	3.28	2.695	3.634	4.208	3.161	3.798	3.318	3.689	4.857	3.621	3.043	3.261	3.171	3.858	3.963	3.268	2.943	2.648	2.07	2.451	3.547	3.108	3.68	4.068	4.01	3.593	3.079	3.83	1.888	4.064	1.673	3.747	3.745	4.103	3.477	3.798	4.373	4.306	4.68	3.763	4.047
EP300_8_8884	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	3.907	3.267	3.876	3.785	3.845	3.004	3.309	3.227	1.978	2.28	3.775	2.882	3.772	2.492	1.812	3.157	3.178	4.108	3.93	3.627	2.827	3.539	3.892	3.187	3.747	3.217	3.708	5.005	3.706	3.165	3.336	3.23	3.771	3.826	3.349	2.909	2.475	2.003	2.346	3.427	3.059	3.549	3.853	4.074	3.616	3.309	3.952	2.015	4.312	1.646	3.698	3.84	3.848	3.416	3.746	4.141	4.199	4.585	3.724	4.006
EP300_9_8907	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	2.657	1.733	2.78	2.271	2.635	2.396	2.91	2.147	-1	1.252	2.223	2.915	3.053	-2.269	0.962	1.663	-2.879	3.595	3.111	3.585	2.863	2.771	3.447	3.387	2.577	2.245	2.867	3.89	2.337	2.369	2.233	2.61	2.882	2.642	2.453	1.921	2.555	1.171	1.455	3.127	-0.846	3.421	3.513	2.757	2.694	2.873	2.829	1.616	3.108	0.954	2.567	2.241	2.689	1.748	1.961	1.883	2.005	2.811	1.888	2.226
EP300_9_8925	EP300	2033	22	41488613	41576081	22q13.2	NM_001429.3	NP_001420.2	2.713	1.761	2.71	2.551	2.165	2.578	2.84	2.189	3.087	1.403	2.246	2.892	3.1	1.823	1.077	1.256	2.088	3.649	2.733	3.42	2.694	2.542	3.064	3.083	2.562	1.995	3.048	3.455	2.238	2.007	3.05	2.754	2.944	3.228	2.189	2.819	2.853	1.336	1.553	3.074	2.431	3.169	3.247	2.666	2.646	2.575	3.598	1.78	3.099	1.917	2.303	1.26	2.557	2.455	1.831	1.953	2.403	2.743	2.269	3.689
G22P1	XRCC6	2547	22	42017166	42060052	22q13.2	NM_001469.3	NP_001460.1	1.515	0.628	1.05	1.912	1.297	0.674	1.813	1.291	-1	0.804	1.687	1.536	1.025	2.194	0.934	1.101	0.75	1.978	1.862	1.536	1.165	1.932	1.151	1.659	0.859	0.754	1.531	2.307	2.114	0.88	1.239	1.094	1.23	1.885	1.234	2.138	1.668	1.649	0.889	1.86	1.682	2.342	3.354	1.473	1.569	2.111	2.305	1.006	1.56	1.568	1.531	1.979	1.525	0.691	1.527	1.789	1.863	1.325	1.315	1.781
MSN_4	MSN	4478	X	64887510	64961793	Xq11.1	NM_002444.2	NP_002435.1	-1.673	2.09	1.806	2.105	-2.07	0.562	3.512	3.512	0.991	2.674	2.857	-3.571	-1.23	0.397	-2.35	-1.992	-2.879	0.811	2.875	-2.75	1.715	2.158	-0.516	-1.038	2.524	0.698	3.332	1.108	-2.203	-2.218	-0.303	1.091	2.267	0.457	0.944	2.908	2.244	2.142	1.21	0.329	-0.846	1.443	2.991	-1.596	-1.334	1.334	0.547	1.205	2.806	1.404	3.204	-1.688	3.286	3.717	1.385	2.487	2.506	0.439	1.61	-1.662
MSN_9	MSN	4478	X	64887510	64961793	Xq11.1	NM_002444.2	NP_002435.1	-1.673	2.327	2.981	3.087	0.63	2.285	3.08	3.785	3.5	2.365	-1.388	-3.571	-1.23	2.712	0.568	0.889	-2.879	2.967	3.435	4.088	2.902	4.103	2.841	2.827	3.155	2.251	4.09	2.181	2.339	1.07	2.193	3.197	3.09	2.939	2.659	2.496	3.236	3.136	2.179	2.109	0.813	2.444	2.751	2.045	1.686	1.996	1.998	2.758	2.782	1.738	3.297	2.971	4.256	3.782	1.771	2.359	2.465	1.463	1.815	2.097
