HUGO_symbol	transcript	gene_coordinate	assigned_peak
LINC00473	NR_026861.1	chr6:166337535-166401527:-	chr6:166386250-166402719
LINC00602	NR_027284.1	chr6:166401038-166403103:+	chr6:166386250-166402719
GALNT5	NM_014568.2	chr2:158114109-158175003:+	chr2:158113229-158120226
GYG2	NM_001184704.1	chrX:2746862-2800861:+	chrX:2746403-2751146
UNC13A	NM_001080421.2	chr19:17712136-17799008:-	chr19:17796879-17799592
TRPA1	NM_007332.2	chr8:72933485-72987819:-	chr8:72986679-72988460
ADAMTS8	NM_007037.5	chr11:130274817-130298888:-	chr11:130298192-130298819
HOXD10	NM_002148.3	chr2:176981491-176984670:+	chr2:176983458-176984129
EYA2	NM_172110.3	chr20:45523262-45817492:+	chr20:45522749-45525594
WSCD1	NM_015253.1	chr17:5973933-6027747:+	chr17:5972576-5975530
HMSD	NM_001123366.1	chr18:61616587-61627646:+	chr18:61616027-61618242
MT1JP	NR_036677.1	chr16:56669650-56670998:+	chr16:56671807-56673038
MT1A	NM_005946.2	chr16:56672577-56673999:+	chr16:56671807-56673038
NKX1-2	NM_001146340.1	chr10:126135997-126138550:-	chr10:126137144-126138681
TRPM2-AS	NR_109964.1	chr21:45834472-45845446:-	chr21:45842539-45848166
TRPM2	NM_001320352.1	chr21:45845411-45862964:+	chr21:45842539-45848166
TTC22	NM_001114108.1	chr1:55246751-55266941:-	chr1:55264685-55267597
CDA	NM_001785.2	chr1:20915443-20945401:+	chr1:20915011-20917811
SLC7A10	NM_019849.2	chr19:33699569-33716756:-	chr19:33716794-33718533
OXCT2	NM_022120.1	chr1:40235196-40237020:-	chr1:40235751-40237071
DTX1	NM_004416.2	chr12:113495661-113535833:+	chr12:113494161-113495277
UTY	NR_047603.1	chrY:15360258-15592550:-	chrY:15589031-15592436
CTSS	NM_004079.4	chr1:150702671-150738433:-	chr1:150736659-150738812
SLC23A1	NM_152685.3	chr5:138702884-138719039:-	chr5:138720476-138721342
LOC284395	NR_040029.1	chr19:29777917-30016659:-	chr19:30019025-30020390
VSTM2B	NM_001146339.1	chr19:30017490-30055226:+	chr19:30019025-30020390
AATK	NM_001080395.2	chr17:79091094-79139872:-	chr17:79139120-79139952
AATK-AS1	NR_027255.1	chr17:79139306-79156964:+	chr17:79139120-79139952
CDH22	NM_021248.2	chr20:44802371-44937137:-	chr20:44935826-44937690
SMTNL2	NM_198501.2	chr17:4487275-4511614:+	chr17:4486884-4489400
LINC01843	NR_105045.1	chr5:133842242-133844921:+	chr5:133842071-133843823
KLHL4	NM_057162.2	chrX:86772714-86924596:+	chrX:86771947-86775584
PCAT19	NR_040109.2	chr19:41960073-42006559:-	chr19:42006252-42007914
ADAMTS2	NM_014244.4	chr5:178537851-178772431:-	chr5:178770215-178772936
DDX3Y	NM_001122665.3	chrY:15015909-15032390:+	chrY:15016064-15019855
LOC388692	NM_001013644.2	chr1:149288353-149291742:+	chr1:149286128-149287809
LINC00491	NR_103753.1	chr5:101944195-102007168:-	chr5:102005756-102007590
CLSTN2	NM_022131.2	chr3:139654026-140286919:+	chr3:139653271-139656769
DOC2GP	NR_033791.1	chr11:67380994-67383135:-	chr11:67381462-67382096
LOC105369891	NR_135019.1	chr12:90341469-90343503:+	chr12:90341212-90341916
PTGS1	NM_001271166.1	chr9:125132808-125157982:+	chr9:125132725-125134470
LOC101928143	NR_135251.1	chr14:73927640-73930348:-	chr14:73928376-73930407
NAT8L	NM_178557.3	chr4:2061238-2070816:+	chr4:2059974-2063932
CYP4X1	NM_001320290.1	chr1:47469911-47516426:+	chr1:47469406-47470302
C2orf82	NM_001346121.1	chr2:233740137-233743414:+	chr2:233740106-233742497
LIME1	NM_001305655.1	chr20:62367811-62370460:+	chr20:62370080-62370933
TNFRSF6B	NM_003823.3	chr20:62328003-62330051:+	chr20:62327862-62331291
LINC01305	NR_038897.1	chr2:175190754-175195371:+	chr2:175190418-175192449
SRGN	NM_001321053.1	chr10:70847201-70864567:+	chr10:70845764-70854029
KIRREL3	NM_032531.3	chr11:126293395-126870766:-	chr11:126867591-126871626
KIRREL3-AS3	NR_040078.1	chr11:126872804-126875953:+	chr11:126867591-126871626
RPL13AP20	NR_003932.2	chr12:13028410-13029070:+	chr12:13025199-13026803
UPK3A	NM_001167574.1	chr22:45680867-45691755:+	chr22:45680337-45681386
BAIAP3	NM_001199099.1	chr16:1383605-1399442:+	chr16:1383025-1384924
FNDC1	NM_032532.2	chr6:159590428-159693140:+	chr6:159590455-159592493
LOC101929122	NR_121668.1	chr6:159586930-159591039:-	chr6:159590455-159592493
ZDHHC15	NM_144969.2	chrX:74588261-74743337:-	chrX:74741614-74743980
MPZ	NM_001315491.1	chr1:161274524-161279762:-	chr1:161274168-161277419
DNMBP-AS1	NR_024130.2	chr10:101686965-101718755:+	chr10:101685188-101691835
SOX8	NM_014587.4	chr16:1031807-1036979:+	chr16:1029734-1034547
LRRN4	NM_152611.4	chr20:6021191-6034726:-	chr20:6031218-6037330
KCNQ3	NM_004519.3	chr8:133133104-133493004:-	chr8:133490660-133493851
GRASP	NM_181711.3	chr12:52400728-52409673:+	chr12:52400132-52402564
LOC105373878	NR_135524.1	chr2:218843429-218857338:+	chr2:218842688-218844305
RBP4	NM_006744.3	chr10:95351592-95360993:-	chr10:95360291-95361691
HLA-DMB	NM_002118.4	chr6_mcf_hap5:4239256-4245698:-	chr6_mcf_hap5:4245140-4245734
LOC102503427	NR_105008.1	chr5:71852903-71867570:+	chr5:71851886-71853237
MEIOB	NM_001163560.2	chr16:1883983-1922179:-	chr16:1921137-1923069
SFRP1	NM_003012.4	chr8:41119475-41166990:-	chr8:41161514-41167919
RPS2P32	NR_026676.1	chr7:23530006-23531047:+	chr7:23529456-23531845
JAG2	NM_002226.4	chr14:105607317-105635161:-	chr14:105631723-105634701
DMPK	NM_001288765.1	chr19:46272966-46282877:-	chr19:46282263-46282911
IFI44L	NM_006820.3	chr1:79086066-79111830:+	chr1:79084787-79090830
NSG1	NM_001287764.1	chr4:4387982-4420785:+	chr4:4387422-4390698
SLC9A7P1	NR_033801.1	chr12:98847617-98850923:-	chr12:98850082-98851408
RMDN2-AS1	NR_102712.1	chr2:38177476-38263484:-	chr2:38264934-38266093
PRDM9	NM_020227.3	chr5:23507717-23528706:+	chr5:23506414-23508066
VSTM4	NM_001031746.4	chr10:50222289-50323577:-	chr10:50322086-50323419
LOC101929523	NR_134621.1	chr6:169613306-169639660:+	chr6:169612615-169615876
ITGBL1	NM_001271755.1	chr13:102104943-102368796:+	chr13:102104508-102107654
CNPY1	NM_001103176.1	chr7:155293952-155326539:-	chr7:155325734-155326766
ZNF660	NM_173658.2	chr3:44626455-44637557:+	chr3:44625694-44627339
CARD14	NM_052819.2	chr17:78161598-78172723:+	chr17:78160701-78161588
HGD	NM_000187.3	chr3:120347014-120401418:-	chr3:120396992-120401461
DNAH12	NM_001291661.1	chr3:57327726-57530071:-	chr3:57529462-57530750
MFAP2	NM_002403.3	chr1:17300996-17307173:-	chr1:17305405-17308178
RAP1GAP2	NM_001330058.1	chr17:2680214-2941035:+	chr17:2679325-2681144
BTG4	NM_017589.3	chr11:111338254-111383079:-	chr11:111382729-111384336
MIR34B	NR_029839.1	chr11:111383662-111383746:+	chr11:111382729-111384336
MIR34C	NR_029840.1	chr11:111384163-111384240:+	chr11:111382729-111384336
C11orf88	NM_001100388.1	chr11:111385509-111407756:+	chr11:111382729-111384336
KISS1R	NM_032551.4	chr19:917341-921015:+	chr19:916075-918787
HBA2	NM_000517.4	chr16:222845-223709:+	chr16:222100-222713
SLIT3	NM_001271946.1	chr5:168088737-168728133:-	chr5:168725990-168728906
TP53TG3	NR_110886.1	chr16:32684848-32687450:-	chr16:32683899-32690155
LIPH	NM_139248.2	chr3:185225569-185270369:-	chr3:185267326-185272935
IFI27	NM_001288958.1	chr14:94577078-94583036:+	chr14:94576618-94579761
CAMKV	NM_024046.4	chr3:49895413-49907655:-	chr3:49906274-49907669
C12orf76	NM_207435.2	chr12:110478981-110505500:-	chr12:110506770-110512018
SERPING1	NM_000062.2	chr11:57365026-57382326:+	chr11:57365055-57366480
C1QTNF5	NM_001278431.1	chr11:119209643-119211593:-	chr11:119208114-119211924
APOE	NM_000041.3	chr19:45409005-45412652:+	chr19:45408010-45411368
FBN3	NM_001321431.1	chr19:8130285-8213753:-	chr19:8213304-8215234
MIR10B	NR_029609.1	chr2:177015030-177015140:+	chr2:177015978-177019181
HOXD4	NM_014621.2	chr2:177016112-177017951:+	chr2:177015978-177019181
ANKRD1	NM_014391.2	chr10:92671856-92681032:-	chr10:92675906-92681115
MARCH10	NM_001100875.2	chr17:60778674-60884014:-	chr17:60885041-60886130
LOC101927877	NR_135634.1	chr17:60885862-60913732:+	chr17:60885041-60886130
LINC02108	NR_109904.1	chr5:57837393-57854070:-	chr5:57853345-57854232
LINC02036	NR_125404.1	chr3:193920804-193924096:-	chr3:193920900-193924396
GPR88	NM_022049.2	chr1:101003727-101007583:+	chr1:101004101-101006010
HTR1F	NM_001322209.1	chr3:87841916-88042983:+	chr3:87840666-87844899
KY	NM_178554.4	chr3:134318764-134369864:-	chr3:134368916-134370746
LOC101929596	NR_110259.1	chr2:38685778-38742882:-	chr2:38741851-38743249
MAL	NM_022440.2	chr2:95691399-95719737:+	chr2:95690183-95694253
DSC3	NM_024423.3	chr18:28569330-28622781:-	chr18:28619869-28623422
CDX2	NM_001265.4	chr13:28536204-28543505:-	chr13:28538636-28543974
LBX1	NM_006562.4	chr10:102986732-102988717:-	chr10:102988124-102990697
LBX1-AS1	NR_029380.1	chr10:102989350-102998616:+	chr10:102988124-102990697
IGFBP1	NM_000596.2	chr7:45927958-45933267:+	chr7:45926497-45929313
MACC1	NM_182762.3	chr7:20174277-20257013:-	chr7:20253408-20258050
LOC100506098	NR_134569.1	chr7:20257199-20261323:+	chr7:20253408-20258050
OR2W3	NM_001001957.2	chr1:248058888-248059833:+	chr1:248057013-248057627
MIR2052HG	NR_033830.1	chr8:75512100-75670587:+	chr8:75511810-75513253
GRIA4	NM_001077244.1	chr11:105480799-105784231:+	chr11:105479696-105484699
COL7A1	NM_000094.3	chr3:48601505-48632593:-	chr3:48630339-48633098
FGF12-AS3	NR_046598.1	chr3:192232810-192234362:+	chr3:192231726-192233955
PCDHB7	NM_018940.3	chr5:140552201-140555957:+	chr5:140551850-140553249
TMEM92-AS1	NR_125805.1	chr17:48358939-48365216:-	chr17:48365846-48367586
SLC51A	NM_152672.5	chr3:195943382-195960301:+	chr3:195945586-195946690
ZNF804B	NM_181646.3	chr7:88388681-88966371:+	chr7:88387682-88389837
ECM1	NM_001202858.1	chr1:150480486-150486265:+	chr1:150480491-150482381
FSIP2	NM_173651.3	chr2:186603621-186698016:+	chr2:186603048-186604266
LOC101927196	NR_110216.1	chr2:186584600-186603446:-	chr2:186603048-186604266
MEOX2	NM_005924.4	chr7:15650836-15726308:-	chr7:15723549-15728333
MEOX2-AS1	NR_110094.1	chr7:15728002-15736517:+	chr7:15723549-15728333
DPEP2	NM_001324159.1	chr16:68021292-68028194:-	chr16:68027329-68028100
LSAMP-AS1	NR_109998.1	chr3:116078870-116088932:+	chr3:116078529-116079527
TRIM71	NM_001039111.2	chr3:32859509-32939318:+	chr3:32857542-32860923
HACD4	NM_001321883.1	chr9:21003619-21031458:-	chr9:21030841-21032274
LOR	NM_000427.2	chr1:153232178-153234600:+	chr1:153233271-153234998
ZNF578	NM_001099694.1	chr19:52956828-53020131:+	chr19:52956213-52957895
FIGLA	NM_001004311.3	chr2:71004441-71017775:-	chr2:71016612-71017791
SHISA3	NM_001080505.1	chr4:42399855-42404504:+	chr4:42398388-42402610
ABCA9-AS1	NR_126414.1	chr17:67000854-67014464:+	chr17:67000721-67001564
SDK2	NM_001144952.1	chr17:71330522-71640227:-	chr17:71638932-71641888
KRT27	NM_181537.3	chr17:38933059-38938786:-	chr17:38935553-38936381
ASCL2	NM_005170.2	chr11:2289727-2292182:-	chr11:2286719-2292856
CALB2	NM_007088.3	chr16:71392615-71424341:+	chr16:71391142-71395247
TRIM31-AS1	NR_126470.1	chr6_ssto_hap7:1403466-1412945:+	chr6_ssto_hap7:1401512-1402052
QRFPR	NM_198179.2	chr4:122249796-122302181:-	chr4:122299481-122302840
C8orf34	NM_001195639.1	chr8:69242956-69448062:+	chr8:69242441-69245124
C8orf34-AS1	NR_038877.1	chr8:69215702-69243726:-	chr8:69242441-69245124
TM4SF19-TCTEX1D2	NR_037950.1	chr3:196042955-196065291:-	chr3:196062528-196068611
TM4SF19	NM_138461.3	chr3:196050416-196065291:-	chr3:196062528-196068611
MT1M	NM_176870.2	chr16:56666533-56667898:+	chr16:56665641-56668144
IL3RA	NM_001267713.1	chrY:1405508-1451582:+	chrY:1405396-1406464
CYP7B1	NM_001324112.1	chr8:65499149-65711348:-	chr8:65709453-65712053
LINC02085	NR_026934.1	chr3:101659702-101716770:+	chr3:101659013-101661717
NR2E1	NM_003269.4	chr6:108487261-108510013:+	chr6:108485615-108490663
KCNF1	NM_002236.4	chr2:11052062-11054351:+	chr2:11051437-11052959
CX3CL1	NM_001304392.1	chr16:57406372-57418960:+	chr16:57405943-57409097
HIST1H4F	NM_003540.3	chr6:26240653-26241021:+	chr6:26239866-26242365
FLT1	NM_002019.4	chr13:28874482-29069265:-	chr13:29067402-29070820
LINC00114	NR_027066.1	chr21:40110947-40140898:-	chr21:40138739-40140011
RAB25	NR_133653.1	chr1:156030939-156040305:+	chr1:156030031-156033258
IHH	NM_002181.3	chr2:219919141-219925238:-	chr2:219922965-219926135
MIR3131	NR_036081.1	chr2:219923409-219923472:-	chr2:219922965-219926135
FAM196A	NM_001039762.2	chr10:128933689-128994422:-	chr10:128993459-128995913
BEST4	NM_153274.2	chr1:45249256-45253426:-	chr1:45251259-45252717
ANO9	NM_001347882.1	chr11:417929-442011:-	chr11:440431-442302
HCN2	NM_001194.3	chr19:589892-617159:+	chr19:588336-588842
RFX6	NM_173560.3	chr6:117198375-117253326:+	chr6:117197593-117199147
ANKRD26P3	NR_027248.3	chr13:19836939-19919113:-	chr13:19918421-19919587
LINC00421	NR_034026.1	chr13:19919188-19920889:+	chr13:19918421-19919587
TP53TG3B	NM_001099687.3	chr16:33262117-33264719:+	chr16:33258656-33265614
SCNN1G	NM_001039.3	chr16:23194039-23228200:+	chr16:23193492-23195711
KCNK10	NM_138317.2	chr14:88646451-88789593:-	chr14:88788649-88790650
CPT1C	NM_152359.2	chr19:50194364-50216988:+	chr19:50192426-50195969
ADM5	NM_001101340.1	chr19:50191941-50194247:+	chr19:50192426-50195969
JAKMIP1	NM_001099433.1	chr4:6027925-6202318:-	chr4:6200603-6202996
LOC285484	NR_037863.1	chr4:6202459-6235663:+	chr4:6200603-6202996
HRASLS5	NM_054108.3	chr11:63228875-63258680:-	chr11:63257802-63259286
DNAH10	NM_207437.3	chr12:124247041-124420267:+	chr12:124245859-124247780
UNC80	NM_182587.3	chr2:210636716-210864024:+	chr2:210636107-210637392
MARCH1	NM_001166373.1	chr4:164445449-165304407:-	chr4:165301417-165305686
EVX1	NM_001304519.1	chr7:27282163-27287438:+	chr7:27281798-27283379
PCDHB15	NM_018935.3	chr5:140624916-140627802:+	chr5:140624655-140625885
LOC101927248	NR_120417.1	chr13:95356997-95360740:-	chr13:95359264-95367531
SOX21	NM_007084.3	chr13:95361875-95364797:-	chr13:95359264-95367531
SOX21-AS1	NR_046514.1	chr13:95364969-95368199:+	chr13:95359264-95367531
KIAA2022	NM_001008537.2	chrX:73952690-74145287:-	chrX:74142812-74145802
PDZK1P1	NR_111936.1	chr1:147466093-147487188:-	chr1:147486117-147487598
SLC26A5	NR_120441.1	chr7:103014653-103083658:-	chr7:103085825-103086553
LOC101927870	NR_110141.1	chr7:103085653-103154454:+	chr7:103085825-103086553
STEAP4	NM_001205315.1	chr7:87905743-87936228:-	chr7:87933777-87936661
CNTFR	NM_147164.2	chr9:34551429-34589735:-	chr9:34589676-34591880
FAM43B	NM_207334.2	chr1:20878931-20881513:+	chr1:20877852-20879995
LOC101927780	NR_110417.1	chr14:62022989-62036912:-	chr14:62034886-62036605
FLJ22447	NR_039985.1	chr14:62037257-62121431:+	chr14:62034886-62036605
MIR548AJ1	NR_039673.1	chr6:132436331-132436403:-	chr6:132436885-132437621
RBAKDN	NR_015343.2	chr7:5111690-5112854:+	chr7:5111156-5112238
HRH2	NM_001131055.1	chr5:175085039-175113245:+	chr5:175084379-175086426
FGF3	NM_005247.2	chr11:69624735-69634192:-	chr11:69631406-69634107
PVRIG	NM_024070.3	chr7:99816870-99819111:+	chr7:99815063-99815836
FAXDC2	NM_032385.4	chr5:154198051-154230245:-	chr5:154228922-154230772
PAX8	NM_003466.3	chr2:113973573-114036498:-	chr2:114030819-114037130
LAMA2	NM_001079823.1	chr6:129204285-129837711:+	chr6:129203663-129205252
BEND5	NM_001302082.1	chr1:49193194-49242641:-	chr1:49241368-49243890
KYNU	NM_001032998.1	chr2:143635194-143747106:+	chr2:143634518-143639318
ABI3BP	NM_015429.3	chr3:100468178-100712334:-	chr3:100709567-100712399
LOC105370177	NR_135319.1	chr13:42999027-43060092:+	chr13:42998617-42999690
WIF1	NM_007191.4	chr12:65444403-65515346:-	chr12:65514635-65515681
PPP1R36	NM_172365.2	chr14:65016619-65056097:+	chr14:65016022-65017295
PLAC9	NR_138551.1	chr10:81891438-81904820:+	chr10:81891995-81893443
NR0B1	NM_000475.4	chrX:30322538-30327495:-	chrX:30322493-30328031
LOC389602	NR_144629.1	chr7:155753912-155761085:+	chr7:155753537-155756596
TP53TG3C	NM_001205259.2	chr16:33205584-33207624:+	chr16:33202059-33209219
SH3TC2	NM_024577.3	chr5:148361712-148442737:-	chr5:148440946-148442703
MIR584	NR_030310.1	chr5:148441875-148441972:-	chr5:148440946-148442703
LOC255187	NR_122044.1	chr5:148442879-148489350:+	chr5:148440946-148442703
KCNH5	NM_139318.4	chr14:63173290-63511956:-	chr14:63511150-63513479
FAM87B	NR_103536.1	chr1:752750-755214:+	chr1:752069-753927
PRLR	NM_000949.6	chr5:35055801-35230691:-	chr5:35221631-35231501
MEIOC	NM_001145080.2	chr17:42733761-42753167:+	chr17:42733010-42735038
LOC101927468	NR_120331.1	chr1:147680369-147719342:-	chr1:147717782-147719325
SLC16A12	NM_213606.3	chr10:91190050-91295313:-	chr10:91293882-91295978
PRR23D2	NM_001282478.1	chr8:7636112-7638935:-	chr8:7640834-7642239
LINC01456	NR_133641.1	chrX:17988292-18122764:-	chrX:18122170-18122988
MESTIT1	NR_004382.1	chr7:130126897-130131013:-	chr7:130129171-130135078
MIR335	NR_029899.1	chr7:130135951-130136045:+	chr7:130129171-130135078
LINC01252	NR_033890.1	chr12:11700963-11717337:+	chr12:11699631-11700746
PADI2	NM_007365.2	chr1:17393255-17445948:-	chr1:17444096-17446401
LOC101928978	NR_125909.1	chr4:84889234-85220322:-	chr4:85218003-85220653
ABCC5-AS1	NR_046570.1	chr3:183724125-183729207:+	chr3:183723666-183724460
KCNT1	NM_001272003.1	chr9:138594030-138684993:+	chr9:138593601-138594452
SOHLH1	NM_001012415.2	chr9:138585252-138591374:-	chr9:138593601-138594452
CFI	NM_001318057.1	chr4:110661847-110723381:-	chr4:110722120-110723454
ZNF385D	NM_024697.2	chr3:21462489-21792816:-	chr3:21788713-21793373
CBLN2	NM_182511.3	chr18:70203914-70211723:-	chr18:70208714-70211909
TMEM26	NM_178505.7	chr10:63166399-63213208:-	chr10:63211701-63213690
TMEM26-AS1	NR_120643.1	chr10:63212396-63253191:+	chr10:63211701-63213690
CXCL8	NM_000584.3	chr4:74606222-74609433:+	chr4:74606066-74610405
LOC392232	NR_033867.2	chr8:73114986-73163869:-	chr8:73163279-73164420
PPP1R1A	NM_006741.3	chr12:54973023-54982443:-	chr12:54981224-54983069
CALCB	NM_000728.3	chr11:15095145-15100177:+	chr11:15094709-15096576
CARNS1	NM_020811.1	chr11:67183148-67193078:+	chr11:67182412-67183169
LOC102724392	NR_134269.1	chr5:70616857-70742583:-	chr5:70740707-70743194
LOC105378933	NR_135034.1	chr1:119542966-119544028:-	chr1:119542039-119544872
PROK2	NM_001126128.1	chr3:71820805-71834357:-	chr3:71833126-71834335
DLEU1-AS1	NR_125753.1	chr13:51095068-51101585:-	chr13:51103344-51104544
SYT10	NM_198992.3	chr12:33528347-33592754:-	chr12:33590329-33593468
GSTM2	NM_000848.3	chr1:110210643-110217908:+	chr1:110209998-110211371
MAP1A	NM_002373.5	chr15:43809805-43823818:+	chr15:43809132-43811658
PF4	NM_002619.3	chr4:74846541-74847841:-	chr4:74847027-74848105
C5orf38	NM_001306150.1	chr5:2752244-2754490:+	chr5:2748998-2753612
IRX2	NM_033267.4	chr5:2746278-2751769:-	chr5:2748998-2753612
PCDHB18P	NR_001281.2	chr5:140613904-140617101:+	chr5:140613818-140614880
IGFL2-AS1	NR_135234.1	chr19:46692285-46706319:-	chr19:46701611-46706591
SULT4A1	NM_014351.3	chr22:44220386-44258378:-	chr22:44256957-44259132
MIR4750	NR_039905.2	chr19:50391431-50391487:+	chr19:50393154-50394206
MIR4796	NR_039959.1	chr3:114462291-114462372:-	chr3:114462595-114465965
NYX	NM_022567.2	chrX:41306712-41334905:+	chrX:41301074-41304954
LINC02139	NR_033984.1	chr16:85170755-85183049:+	chr16:85170675-85171644
PIK3CD	NM_005026.3	chr1:9711789-9789172:+	chr1:9711053-9715524
PIK3CD-AS1	NR_027045.1	chr1:9712667-9714644:-	chr1:9711053-9715524
NKD1	NM_033119.4	chr16:50582240-50674771:+	chr16:50581147-50592993
THBS2	NM_003247.3	chr6:169615874-169654209:-	chr6:169650468-169654296
NBAT1	NR_034143.1	chr6:22134830-22147422:-	chr6:22146397-22149663
LAMC3	NM_006059.3	chr9:133884503-133968446:+	chr9:133883858-133886227
SPOCD1	NM_144569.5	chr1:32256022-32281652:-	chr1:32281013-32281692
KCNQ1	NM_000218.2	chr11:2466220-2870340:+	chr11:2466235-2467917
PTCHD1	NM_173495.2	chrX:23352984-23414918:+	chrX:23350032-23354842
NWD1	NM_001347994.1	chr19:16842002-16928774:+	chr19:16844377-16845595
IL12RB2	NM_001258215.1	chr1:67773046-67862583:+	chr1:67772640-67774751
LOC100506585	NR_038966.1	chr7:157647276-157658784:+	chr7:157644227-157644936
ST6GAL2	NR_136313.1	chr2:107418055-107502469:-	chr2:107499996-107504879
GRIN3A	NM_133445.2	chr9:104331633-104500862:-	chr9:104500216-104501262
WDR86-AS1	NR_034013.2	chr7:151106246-151110134:+	chr7:151105900-151108006
WDR86	NM_001284260.1	chr7:151078206-151107124:-	chr7:151105900-151108006
TNFRSF9	NM_001561.5	chr1:7975930-8003225:-	chr1:8002107-8002842
HCG4	NR_002139.2	chr6_mann_hap4:1059226-1061269:-	chr6_mann_hap4:1059129-1061355
LOC554223	NR_132323.1	chr6_mann_hap4:1060101-1065926:+	chr6_mann_hap4:1059129-1061355
ZNF781	NM_152605.3	chr19:38158649-38183216:-	chr19:38175418-38184055
GRID1	NM_017551.2	chr10:87359311-88126250:-	chr10:88124452-88127429
FAM90A1	NM_018088.3	chr12:8373855-8380214:-	chr12:8379457-8381410
DLEC1	NM_007337.3	chr3:38080695-38164232:+	chr3:38080239-38081614
LINC01582	NR_120325.1	chr15:98626207-98631982:-	chr15:98631593-98632785
PCAT14	NR_109832.1	chr22:23880288-23889493:+	chr22:23881267-23881978
PON3	NM_000940.2	chr7:94989183-95025687:-	chr7:95024658-95028763
SLC7A7	NM_001126106.2	chr14:23242430-23289020:-	chr14:23290963-23293662
LINC00659	NR_046224.1	chr20:61405472-61408208:-	chr20:61407251-61408315
CYP11A1	NM_001099773.1	chr15:74630102-74658553:-	chr15:74657635-74659250
CSMD2	NM_001281956.1	chr1:33979598-34630875:-	chr1:34628000-34631474
C1orf94	NM_032884.4	chr1:34632483-34684732:+	chr1:34628000-34631474
FLT3	NR_130706.1	chr13:28577410-28674729:-	chr13:28673504-28675506
SGCZ	NM_139167.3	chr8:13942343-15095792:-	chr8:15093732-15095930
GIPC3	NM_133261.2	chr19:3585568-3593539:+	chr19:3585220-3586289
SNAR-A4	NR_024215.1	chr19:50595745-50595866:-	chr19:50594208-50595818
COL15A1	NM_001855.4	chr9:101705994-101833074:+	chr9:101705655-101707869
EDA2R	NM_001324206.1	chrX:65815478-65858936:-	chrX:65855447-65859630
LINC01551	NR_026732.1	chr14:29241909-29247766:+	chr14:29235872-29245679
MAB21L3	NM_152367.2	chr1:116654375-116677861:+	chr1:116652211-116653287
PRR18	NM_175922.3	chr6:166719167-166721871:-	chr6:166720456-166722440
SCN2A	NM_021007.2	chr2:166150340-166248820:+	chr2:166150473-166151404
RIPPLY2	NM_001009994.2	chr6:84562984-84567234:+	chr6:84562537-84564848
TMEM163	NM_030923.4	chr2:135213329-135476571:-	chr2:135472066-135477220
LINC01776	NR_046088.1	chr1:98676266-98738214:+	chr1:98675779-98677890
FMN2	NM_001348094.1	chr1:240255184-240638489:+	chr1:240254239-240263593
LY6G5C	NM_025262.3	chr6_mcf_hap5:3024140-3027830:-	chr6_mcf_hap5:3028396-3029477
SHISA7	NM_001145176.1	chr19:55940104-55954230:-	chr19:55951683-55952374
H19	NR_131224.1	chr11:2016405-2022696:-	chr11:2023169-2024274
MAB21L1	NM_005584.4	chr13:36047925-36050832:-	chr13:36047289-36051307
CHL1	NM_001253387.1	chr3:238278-451100:+	chr3:236591-241430
CHL1-AS2	NR_144486.1	chr3:237440-239024:-	chr3:236591-241430
MLNR	NM_001507.1	chr13:49794473-49796513:+	chr13:49793686-49795092
SOX18	NM_018419.2	chr20:62679078-62680979:-	chr20:62680082-62681808
PTGER3	NM_198714.1	chr1:71318035-71513491:-	chr1:71509284-71514277
ZRANB2-AS1	NR_038420.1	chr1:71512188-71532867:+	chr1:71509284-71514277
PDCD1LG2	NM_025239.3	chr9:5510544-5571282:+	chr9:5509912-5514762
LINC00359	NR_051966.1	chr13:97593534-97636426:-	chr13:97636121-97637756
LOC101927592	NR_104646.1	chr12:127399772-127544942:-	chr12:127544056-127550205
EFCAB1	NM_001142857.1	chr8:49627473-49647870:-	chr8:49647339-49648408
MIR3675	NR_037446.1	chr1:17185443-17185516:-	chr1:17187585-17190110
ACSL5	NM_203379.1	chr10:114133915-114188138:+	chr10:114134829-114137885
ACOXL	NM_001142807.1	chr2:111490149-111875799:+	chr2:111489512-111491654
HCN4	NM_005477.2	chr15:73612199-73661605:-	chr15:73660180-73661863
PALMD	NM_017734.4	chr1:100111430-100160097:+	chr1:100110978-100114290
OPN5	NR_033806.1	chr6:47754803-47794117:+	chr6:47755464-47756317
CDHR1	NM_033100.3	chr10:85954390-85978452:+	chr10:85953859-85954936
PLCXD3	NM_001005473.2	chr5:41307047-41510730:-	chr5:41509143-41511348
SOX14	NM_004189.3	chr3:137483133-137485176:+	chr3:137482167-137483514
BEX1	NM_018476.3	chrX:102317580-102319168:-	chrX:102317886-102319561
PLEKHG6	NM_018173.3	chr12:6419601-6437672:+	chr12:6419191-6420838
LINC00566	NR_131903.1	chr13:24905587-24911259:+	chr13:24901551-24903786
ARL14	NM_025047.2	chr3:160394947-160396236:+	chr3:160394919-160397667
CHRNB2	NM_000748.2	chr1:154540256-154552354:+	chr1:154539661-154541267
MIR4525	NR_039751.1	chr17:80626108-80626183:-	chr17:80626635-80627192
ENTPD2	NM_203468.2	chr9:139942549-139948503:-	chr9:139947078-139949526
LOC101928495	NR_110409.1	chrX:125243744-125249545:+	chrX:125243264-125244398
LINC01605	NR_121620.1	chr8:37263981-37351431:-	chr8:37348907-37352027
ESR1	NM_001122742.1	chr6:152011630-152424409:+	chr6:152011390-152013268
LOC101928841	NM_001304433.1	chr13:114053924-114068708:-	chr13:114063765-114066240
