HUGO_symbol	transcript	gene_coordinate	assigned_peak
LINC00544	NR_033889.1	chr13:30510667-30524625:+	chr13:30510024-30511845
MIR9-3	NR_029692.1	chr15:89911247-89911337:+	chr15:89910517-89911720
HPSE2	NM_001166246.1	chr10:100216833-100995632:-	chr10:100993557-100996125
PABPC1P2	NR_026904.1	chr2:147344624-147348558:+	chr2:147340416-147342145
FAM124B	NM_024785.2	chr2:225243414-225266711:-	chr2:225264641-225268537
DIO3	NM_001362.3	chr14:102027687-102029789:+	chr14:102025478-102026774
IL13	NM_002188.2	chr5:131993864-131996801:+	chr5:131996081-131997770
KLRD1	NM_001114396.1	chr12:10457049-10469850:+	chr12:10455513-10457812
OR10S1	NM_001004474.1	chr11:123847402-123848398:-	chr11:123848084-123849391
KIAA1456	NM_020844.2	chr8:12803182-12887286:+	chr8:12802077-12804197
LOC285593	NR_027109.2	chr5:173006636-173008615:+	chr5:173007969-173009640
GLI2	NM_005270.4	chr2:121554866-121750229:+	chr2:121550941-121554441
LOC101927120	NR_110137.1	chr11:56615953-56645554:+	chr11:56613559-56618477
PROX2	NM_001243007.1	chr14:75319735-75330537:-	chr14:75329528-75330815
LINC00861	NR_038447.1	chr8:126934766-126963441:-	chr8:126961558-126964709
MT3	NM_005954.2	chr16:56623266-56625000:+	chr16:56624795-56626582
NTRK2	NM_001291937.1	chr9:87283372-87430623:+	chr9:87282615-87287617
TBX4	NM_001321120.1	chr17:59529778-59562471:+	chr17:59526116-59528930
NBPF13P	NR_103466.1	chr1:146571065-146585928:-	chr1:146584926-146587383
MIR4679-1	NR_039826.1	chr10:90823092-90823167:+	chr10:90823644-90825240
MIR4679-2	NR_039827.1	chr10:90823091-90823168:-	chr10:90823644-90825240
MGC27382	NR_027310.2	chr1:78695282-78835149:+	chr1:78687855-78697489
DES	NM_001927.3	chr2:220283098-220291461:+	chr2:220283806-220285250
SCRG1	NM_007281.3	chr4:174309298-174320397:-	chr4:174319011-174320223
HLA-DQB1	NM_001243961.1	chr6:32627240-32634466:-	chr6:32631976-32636954
SSTR3	NM_001051.4	chr22:37600276-37608416:-	chr22:37610612-37621441
SPATA13-AS1	NR_046531.1	chr13:24826886-24828577:-	chr13:24822921-24829413
FAM133CP	NR_027508.1	chr10:60474774-60477294:+	chr10:60474334-60475711
SLC22A24	NM_001136506.2	chr11:62847411-62911693:-	chr11:62912208-62914622
PDE1A	NM_001258313.1	chr2:183032613-183291775:-	chr2:183284914-183293448
SPRR1B	NM_003125.2	chr1:153003678-153005376:+	chr1:153002792-153007315
MIR1202	NR_031606.1	chr6:156267930-156268013:+	chr6:156264282-156265721
LOC101927348	NR_110915.1	chr16:14112736-14114934:-	chr16:14111686-14113055
CRAT37	NR_110106.1	chr15:92006568-92038080:+	chr15:92004166-92005857
SPANXD	NM_032417.3	chrX:140785557-140786896:-	chrX:140785842-140788495
HOXD3	NM_006898.4	chr2:177028804-177037826:+	chr2:177029986-177030994
REP15	NM_001029874.1	chr12:27849427-27850566:+	chr12:27847749-27849324
LOC400958	NR_036586.1	chr2:65128973-65159581:-	chr2:65156970-65162139
LOC100289656	NR_036475.2	chr15:29033388-29034538:+	chr15:29029427-29031877
LOC102606466	NR_109872.1	chr20:12915524-12917611:-	chr20:12916049-12918331
FXYD4	NM_173160.2	chr10:43867091-43871783:+	chr10:43866578-43867654
CNPY1	NM_001103176.1	chr7:155293952-155326539:-	chr7:155323172-155325492
EBF3	NM_001005463.2	chr10:131633495-131762091:-	chr10:131758911-131763078
LOC100130417	NR_026874.2	chr1:852197-855072:-	chr1:854225-859179
SAMD11	NM_152486.2	chr1:861120-879961:+	chr1:854225-859179
POM121L1P	NR_024591.1	chr22:22974027-22987012:-	chr22:22987522-22991165
GGTLC2	NM_001282879.1	chr22:22987090-22990368:+	chr22:22987522-22991165
IGFBPL1	NM_001007563.2	chr9:38406524-38424444:-	chr9:38423634-38424667
SYT14P1	NR_027094.1	chr4:68926327-68929015:-	chr4:68926945-68930516
IGSF5	NM_001080444.1	chr21:41117333-41174023:+	chr21:41113904-41115294
LOC101929460	NR_134622.1	chr6:169434265-169435738:-	chr6:169434722-169436796
LOC729739	NR_045207.1	chr15:74653892-74654382:+	chr15:74651113-74652721
LINC01832	NR_135526.1	chr2:138859453-138863475:+	chr2:138861018-138862370
UGT1A10	NM_019075.2	chr2:234545122-234681951:+	chr2:234544310-234548856
RTN1	NM_021136.2	chr14:60062693-60337557:-	chr14:60335336-60338677
RBP4	NM_006744.3	chr10:95351592-95360993:-	chr10:95360617-95362337
CAPNS2	NM_032330.1	chr16:55600583-55601592:+	chr16:55599876-55603692
CDH12	NM_001317227.1	chr5:21750974-22212878:-	chr5:22212203-22214047
LINC01339	NR_120601.1	chr5:89454155-89585888:-	chr5:89584990-89587416
RNF39	NM_170769.2	chr6_mann_hap4:1336635-1342219:-	chr6_mann_hap4:1341815-1343318
NAV2-AS5	NR_049725.1	chr11:19524218-19528776:-	chr11:19528470-19530555
MIR6778	NR_106836.1	chr17:18244127-18244200:-	chr17:18245677-18248975
LINC01733	NR_110003.1	chr20:25936447-25949924:+	chr20:25933843-25935942
SLCO1A2	NM_134431.3	chr12:21417533-21548371:-	chr12:21547190-21548722
PIGR	NM_002644.3	chr1:207101866-207119811:-	chr1:207121278-207123063
ZNF208	NM_001329971.1	chr19:22122567-22193745:-	chr19:22192598-22193753
MIR3666	NR_037439.1	chr7:114293399-114293510:+	chr7:114291775-114294779
MSMB	NM_138634.2	chr10:51549552-51562517:+	chr10:51546021-51548567
PACSIN1	NM_020804.4	chr6:34433837-34503000:+	chr6:34433081-34436681
PPIAL4G	NM_001123068.1	chr1:147954634-147955377:-	chr1:147952659-147955432
LOC101929441	NR_123739.1	chr1:204110535-204112137:+	chr1:204109865-204111092
ZFP42	NM_001304358.1	chr4:188916924-188926204:+	chr4:188913107-188915599
MIR6726	NR_106784.1	chr1:1231489-1231550:-	chr1:1233322-1236594
CST9	NM_001008693.2	chr20:23583046-23586610:-	chr20:23588859-23589972
GGTLC1	NM_178312.2	chr20:23965689-23967512:-	chr20:23960818-23965356
LOC101927847	NR_109791.1	chr9:92731697-92749768:+	chr9:92731071-92733070
LINC00664	NR_037194.1	chr19:21666516-21686040:+	chr19:21659560-21667724
SNORA56	NR_002984.1	chrX:154003272-154003401:+	chrX:154004106-154009689
LOC101927248	NR_120417.1	chr13:95356997-95360740:-	chr13:95359246-95370576
SOX21	NM_007084.3	chr13:95361875-95364797:-	chr13:95359246-95370576
SOX21-AS1	NR_046514.1	chr13:95364969-95368199:+	chr13:95359246-95370576
C5orf64-AS1	NR_105000.1	chr5:61028616-61031525:-	chr5:61030270-61033243
ADGRB1	NM_001702.2	chr8:143545376-143626368:+	chr8:143542925-143545131
CPLX2	NM_001008220.1	chr5:175298500-175311023:+	chr5:175285486-175302105
MYH13	NM_003802.2	chr17:10204182-10276322:-	chr17:10277122-10280676
MIR4484	NR_039704.1	chr10:127508308-127508391:+	chr10:127503487-127506482
SPAG6	NM_172242.2	chr10:22634373-22706539:+	chr10:22632828-22634889
GNB3	NM_001297571.1	chr12:6950017-6956559:+	chr12:6952282-6953336
NAA11	NM_032693.2	chr4:80238271-80247171:-	chr4:80246068-80247645
KLK5	NM_012427.4	chr19:51446558-51456344:-	chr19:51455045-51458018
MIR4649	NR_039792.2	chr7:44150447-44150511:+	chr7:44152246-44153848
HORMAD1	NM_032132.4	chr1:150670534-150693364:-	chr1:150691929-150693368
FCGR1A	NM_000566.3	chr1:149754249-149764074:+	chr1:149752928-149756074
ACSM6	NM_207321.2	chr10:96953956-96988686:+	chr10:96953453-96957594
LINC00539	NR_103840.1	chr13:21877650-21918925:-	chr13:21916448-21919623
LOC101927310	NR_110756.1	chr15:98096513-98103928:-	chr15:98104474-98105994
RESP18	NM_001007089.3	chr2:220192130-220197899:-	chr2:220199558-220200618
ARPP21	NM_001267616.1	chr3:35680665-35727379:+	chr3:35674534-35708671
LOC101241902	NR_077236.1	chr8:79635081-79636609:-	chr8:79637160-79639459
TECTB	NM_058222.2	chr10:114043413-114064793:+	chr10:114037888-114043057
CXCL9	NM_002416.2	chr4:76922494-76928676:-	chr4:76927280-76929342
FGL2	NM_006682.2	chr7:76822687-76829150:-	chr7:76827971-76832990
MIR3149	NR_130460.1	chr8:77879003-77879086:-	chr8:77875112-77877247
LOC105373352	NR_136169.1	chr2:558200-562093:+	chr2:553087-557448
LINC01052	NR_132362.1	chr13:66440178-66452351:+	chr13:66440272-66442607
HMX2	NM_005519.1	chr10:124907637-124910188:+	chr10:124908831-124910173
LINC01614	NR_132383.1	chr2:216582765-216585669:+	chr2:216581124-216583454
GREM1	NM_001191322.1	chr15:33010204-33026870:+	chr15:33007084-33014883
LOC100131315	NR_109767.1	chr15:33010301-33011066:-	chr15:33007084-33014883
KCNIP4	NM_147182.3	chr4:20730238-21950374:-	chr4:21949922-21951434
TM6SF1	NM_001330385.1	chr15:83776237-83806111:+	chr15:83775437-83787836
LOC644145	NR_003935.2	chr4:56686236-56703430:+	chr4:56685689-56687186
FAM209A	NM_001012971.3	chr20:55099784-55101208:+	chr20:55094764-55097310
CTNNA2	NM_001164883.1	chr2:79740059-80875993:+	chr2:79739190-79741172
ALOX12	NM_000697.2	chr17:6899383-6914055:+	chr17:6894977-6898955
LOC100132741	NR_034004.1	chrX:70998018-71004228:-	chrX:71002034-71005731
ARMC4P1	NR_138082.1	chr10:27547690-27623984:+	chr10:27547540-27548755
SPRR2D	NM_006945.4	chr1:153012200-153013594:-	chr1:153012355-153015812
PPIAL4F	NM_001164262.2	chr1:148806014-148806799:+	chr1:148806273-148808579
LINC01381	NR_132378.1	chr2:25427181-25432071:+	chr2:25424120-25426369
CLSTN2	NM_022131.2	chr3:139654026-140286919:+	chr3:139653442-139654712
MIR4265	NR_036223.1	chr2:109757945-109758044:-	chr2:109759503-109761996
A4GNT	NM_016161.2	chr3:137842559-137851229:-	chr3:137849102-137850494
TNFAIP8L3	NM_207381.3	chr15:51348797-51397473:-	chr15:51394841-51397424
MIR4274	NR_036238.1	chr4:7461754-7461845:+	chr4:7463540-7465107
MIR4287	NR_036249.1	chr8:27743555-27743633:-	chr8:27739951-27744538
PRSS42	NM_182702.1	chr3:46871893-46875585:-	chr3:46872118-46874485
ABO	NM_020469.2	chr9:136130562-136150630:-	chr9:136146665-136151711
CACNA1C	NM_001129844.1	chr12:2162415-2807115:+	chr12:2162293-2164232
LINC00701	NR_038884.1	chr10:2342512-2357268:-	chr10:2356648-2358080
DCDC5	NM_020869.3	chr11:30885149-31014233:-	chr11:31011961-31014772
BTNL10	NM_001287262.1	chr1:228698059-228699989:-	chr1:228699920-228702479
POM121L10P	NR_024593.1	chr22:25041132-25055114:-	chr22:25056482-25057727
LOC101927058	NR_110042.1	chr12:43009304-43040300:-	chr12:43036713-43039247
LOC105369738	NR_135026.1	chr12:43040384-43076618:+	chr12:43036713-43039247
AMH	NM_000479.4	chr19:2249277-2252072:+	chr19:2248844-2249887
MIR4321	NR_036207.1	chr19:2250637-2250717:+	chr19:2248844-2249887
LINC01919	NR_110798.1	chr18:51094816-51124221:+	chr18:51093886-51094918
LOC285043	NR_122048.1	chr2:30569511-30573024:+	chr2:30569105-30570194
P2RY14	NM_014879.3	chr3:150929904-150996230:-	chr3:150996388-150997397
MIR4720	NR_039871.1	chr16:81418622-81418698:+	chr16:81417027-81418517
FAM181B	NM_175885.3	chr11:82443045-82444906:-	chr11:82443932-82445360
BARHL2	NM_020063.1	chr1:91177578-91182794:-	chr1:91183236-91184263
HMSD	NM_001123366.1	chr18:61616587-61627646:+	chr18:61614321-61624503
LINC01250	NR_110228.1	chr2:2898819-3129798:-	chr2:3129943-3132079
CLEC1A	NM_001297750.1	chr12:10222152-10251664:-	chr12:10253696-10255589
NPPB	NM_002521.2	chr1:11917520-11918992:-	chr1:11917380-11920933
OR2M5	NM_001004690.1	chr1:248308449-248309388:+	chr1:248297178-248308836
FOXI1	NM_144769.2	chr5:169532916-169536729:+	chr5:169532102-169534831
XGY2	NR_003254.1	chrY:2620336-2643037:+	chrY:2619665-2621535
RERG-AS1	NR_046559.1	chr12:15304856-15308217:+	chr12:15266602-15311793
FAM3B	NM_206964.1	chr21:42688660-42729654:+	chr21:42688047-42689911
ARHGAP44	NM_001321168.1	chr17:12692828-12894961:+	chr17:12693071-12694589
LOC100128006	NR_104607.1	chr17:12663450-12693601:-	chr17:12693071-12694589
RGS22	NM_001286693.1	chr8:100973163-101117854:-	chr8:101116120-101117930
GDF6	NM_001001557.3	chr8:97154560-97173020:-	chr8:97171799-97173769
LOC101928775	NR_109805.1	chr9:118501948-118506518:-	chr9:118508076-118510010
NCAM2	NM_004540.3	chr21:22370632-22912517:+	chr21:22370208-22381577
MMRN1	NM_007351.2	chr4:90816051-90875780:+	chr4:90815514-90816739
RBP3	NM_002900.2	chr10:48381486-48390991:-	chr10:48391248-48393547
MIR4794	NR_039957.1	chr1:65045529-65045606:+	chr1:65046337-65048560
PDPN	NM_198389.2	chr1:13910251-13944452:+	chr1:13908933-13916240
CD180	NM_005582.2	chr5:66478102-66492617:-	chr5:66492071-66493191
CD84	NM_001184879.1	chr1:160510883-160549306:-	chr1:160543140-160550700
MIR4443	NR_039645.1	chr3:48238053-48238106:+	chr3:48237391-48240243
MIR6780A	NR_106838.1	chr17:40860101-40860169:-	chr17:40855997-40860226
PGLYRP4	NM_020393.3	chr1:153302595-153321317:-	chr1:153314133-153318881
MPEG1	NM_001039396.1	chr11:58975982-58980494:-	chr11:58982122-58985986
PNCK	NM_001135740.1	chrX:152935187-152938743:-	chrX:152940762-152942490
AHCTF1P1	NR_077058.1	chr2:162355577-162364413:-	chr2:162360075-162362954
SPIN2A	NM_019003.3	chrX:57162082-57164058:-	chrX:57159175-57162246
LINC00900	NR_034148.1	chr11:115626048-115630918:-	chr11:115625724-115629173
COL24A1	NM_152890.5	chr1:86194915-86622121:-	chr1:86620581-86623742
EMX2	NM_001165924.1	chr10:119301955-119309057:+	chr10:119299976-119313921
EMX2OS	NR_144378.1	chr10:119243803-119302100:-	chr10:119299976-119313921
ELK2AP	NR_046211.1	chr14:106135913-106139144:-	chr14:106138004-106139145
SEC14L6	NM_001193336.2	chr22:30920916-30942669:-	chr22:30942516-30944744
GRIA2	NM_000826.3	chr4:158141735-158287227:+	chr4:158141336-158146844
XG	NM_175569.2	chrX:2670092-2734541:+	chrX:2669535-2671363
LOC643711	NR_077241.1	chr12:98107189-98147376:-	chr12:98148109-98152459
MROH7-TTC4	NR_037640.2	chr1:55107412-55208330:+	chr1:55106129-55107852
MROH7	NR_026782.2	chr1:55107412-55175940:+	chr1:55106129-55107852
MIR548E	NR_031614.1	chr10:112748683-112748771:+	chr10:112748061-112749417
CSF2RB	NM_000395.2	chr22:37309674-37336481:+	chr22:37305792-37315126
DCANP1	NM_130848.2	chr5:134779903-134783038:-	chr5:134779162-134781637
SLC13A5	NM_177550.4	chr17:6588031-6616740:-	chr17:6616260-6617470
MIR7852	NR_107006.1	chr1:108439844-108439926:+	chr1:108437405-108447309
SLC38A3	NM_006841.5	chr3:50242678-50258411:+	chr3:50239798-50241324
MIR4743	NR_039897.2	chr18:46196970-46197039:+	chr18:46198754-46200491
MIR129-2	NR_029697.1	chr11:43602943-43603033:+	chr11:43599855-43601715
RCAN2	NM_005822.3	chr6:46188466-46293629:-	chr6:46286869-46295878
CLDN8	NM_199328.2	chr21:31586323-31588469:-	chr21:31587458-31590058
ODAM	NM_017855.3	chr4:71062243-71070293:+	chr4:71062739-71064401
PEG3	NM_006210.2	chr19:57321444-57352094:-	chr19:57348315-57352869
ZIM2	NM_001146327.1	chr19:57285914-57352097:-	chr19:57348315-57352869
MIMT1	NR_024059.1	chr19:57352269-57359922:+	chr19:57348315-57352869
LINC00029	NR_028295.1	chr20:61665568-61668380:-	chr20:61668648-61669995
LINC01056	NR_033369.1	chr20:61669362-61685215:+	chr20:61668648-61669995
NPY5R	NM_006174.3	chr4:164264998-164273086:+	chr4:164264466-164266950
LOC105375166	NR_134258.1	chr7:15707571-15721605:+	chr7:15707071-15708586
ZNF407	NM_001146190.1	chr18:72342918-72516583:+	chr18:72345368-72346733
GLB1L3	NM_001080407.2	chr11:134146274-134189458:+	chr11:134142710-134146578
ADH1C	NM_000669.4	chr4:100257648-100274202:-	chr4:100273760-100274777
CCL1	NM_002981.2	chr17:32687346-32690252:-	chr17:32686850-32727225
IRX1	NM_024337.3	chr5:3596167-3601517:+	chr5:3594021-3603785
LOC646241	NR_134286.1	chr5:17807382-17930598:+	chr5:17804047-17808290
TESPA1	NM_014796.2	chr12:55342086-55367516:-	chr12:55369245-55380318
LINC01187	NR_108022.1	chr5:169618650-169626145:-	chr5:169627500-169629011
SIGLECL1	NR_102324.1	chr19:51754331-51772582:+	chr19:51751402-51756164
SULT1B1	NM_014465.3	chr4:70592685-70626430:-	chr4:70625715-70627735
SEMG2	NM_003008.2	chr20:43850009-43853099:+	chr20:43847538-43848757
RNF180	NM_001323292.1	chr5:63461669-63631758:+	chr5:63456161-63469881
LINGO1	NM_001301186.1	chr15:77905365-78113242:-	chr15:78115607-78117604
ZGLP1	NM_001103167.1	chr19:10415478-10420233:-	chr19:10420971-10423645
SLC16A8	NM_013356.2	chr22:38474143-38479170:-	chr22:38476659-38483198
SSX8	NR_027250.2	chrX:52651984-52662998:+	chrX:52649292-52650538
PRR29	NM_001191030.1	chr17:62075710-62081645:+	chr17:62077418-62078654
PRR29-AS1	NR_126169.1	chr17:62073430-62077259:-	chr17:62077418-62078654
CACNB2	NM_201597.2	chr10:18429605-18830688:+	chr10:18428950-18431020
RASGRP4	NM_170604.2	chr19:38899697-38916945:-	chr19:38915650-38917900
LOC102724323	NR_120674.1	chr10:45940015-45948569:-	chr10:45948532-45950821
HAAO	NM_012205.2	chr2:42994228-43019751:-	chr2:43019278-43020587
SNORA70F	NR_033309.1	chr2:165544152-165544287:-	chr2:165545612-165549147
LOC340090	NR_134291.1	chr5:72491116-72497788:-	chr5:72499261-72501942
SSTR1	NM_001049.2	chr14:38677203-38682268:+	chr14:38675915-38679977
PPIAL4E	NM_001144032.2	chr1:148644010-148644795:+	chr1:148644335-148646647
PDE6H	NM_006205.2	chr12:15125955-15134799:+	chr12:15125429-15127372
CLDN18	NM_016369.3	chr3:137729005-137752494:+	chr3:137727248-137729120
HTR1F	NM_001322209.1	chr3:87841916-88042983:+	chr3:87839730-87848486
NFASC	NM_001160333.1	chr1:204797781-204946274:+	chr1:204797395-204800056
LOC101929579	NR_126332.1	chr3:107099322-107101006:-	chr3:107102885-107104294
ABCC9	NM_020297.3	chr12:21950322-22089628:-	chr12:22086089-22095412
LINC01913	NR_033996.1	chr2:42104694-42121186:+	chr2:42103481-42107490
NELL2	NM_001145109.1	chr12:44902057-45269444:-	chr12:45266552-45271086
RPL13AP3	NR_004844.1	chr14:56232962-56234435:+	chr14:56228675-56230748
CCL23	NM_005064.5	chr17:34340095-34345005:-	chr17:34341268-34343039
TMEM8C	NM_001080483.2	chr9:136379707-136390068:-	chr9:136390748-136393709
OR5H14	NM_001005514.1	chr3:97868229-97869162:+	chr3:97867490-97871543
RHD	NM_001282867.1	chr1:25598976-25656936:+	chr1:25597542-25614042
NPFFR2	NM_004885.2	chr4:72897520-73013918:+	chr4:72897311-72898467
SH3GL1P2	NR_033420.1	chr17:28951335-28953841:+	chr17:28948229-28949411
CLPSL1	NM_001010886.3	chr6:35748830-35755841:+	chr6:35748253-35753583
PCSK6	NM_002570.4	chr15:101844132-102030187:-	chr15:102026545-102028045
TEK	NM_001290078.1	chr9:27109138-27230176:+	chr9:27108702-27112830
KIZ-AS1	NR_109956.1	chr20:21175043-21198927:-	chr20:21193561-21196434
ATP1B4	NM_012069.4	chrX:119495939-119517104:+	chrX:119491645-119493912
CD5	NM_014207.3	chr11:60869929-60895324:+	chr11:60868388-60872079
TRPV6	NM_018646.5	chr7:142568955-142583490:-	chr7:142579359-142584915
LINC00670	NR_034144.1	chr17:12453284-12540504:+	chr17:12451899-12454714
NETO1	NM_138999.1	chr18:70501273-70532934:-	chr18:70532008-70539606
LOC100505797	NR_134648.1	chr18:70535622-70548634:+	chr18:70532008-70539606
LOC101929064	NR_110879.1	chr4:87040958-87141079:+	chr4:87037366-87040257
FAM131B	NM_014690.4	chr7:143050492-143059173:-	chr7:143057660-143061128
PNLDC1	NM_001271862.1	chr6:160221280-160241736:+	chr6:160222410-160223882
LRTM1	NM_001304389.1	chr3:54952359-55001115:-	chr3:54991006-55013854
LOC101928386	NR_110237.1	chr2:144694633-144721723:+	chr2:144696876-144699056
SYT2	NM_177402.4	chr1:202559723-202679551:-	chr1:202681133-202683310
CTCFL	NM_001269041.1	chr20:56072223-56099923:-	chr20:56096818-56102454
LOC375196	NR_028386.1	chr2:39186427-39187485:-	chr2:39187237-39188294
MIR4790	NR_039953.1	chr3:5291861-5291940:-	chr3:5292551-5301311
PDZD4	NM_001303515.1	chrX:153067620-153095351:-	chrX:153092691-153095970
LOC101928885	NR_130778.1	chr5:68263567-68325754:-	chr5:68326081-68327277
FAM198A	NM_001129908.2	chr3:43020758-43099207:+	chr3:43020195-43023086
ANKRD60	NM_001304369.1	chr20:56791181-56803709:-	chr20:56802896-56804289
LOC101928661	NR_125860.1	chr6:146915651-146920067:-	chr6:146917073-146920591
ADGB	NM_024694.3	chr6:146920135-147136598:+	chr6:146917073-146920591
PLA2G2F	NM_022819.3	chr1:20465822-20476879:+	chr1:20462854-20466286
LOC641746	NR_033245.1	chr7:64042987-64044129:+	chr7:64041532-64043394
HEPN1	NM_001037558.2	chr11:124789145-124790573:+	chr11:124786423-124788048
LOC100506272	NR_110436.1	chr4:188454031-188593795:-	chr4:188592382-188594581
CD48	NM_001778.3	chr1:160648535-160681641:-	chr1:160680381-160683046
BTBD9-AS1	NR_144472.1	chr6:38449371-38450303:+	chr6:38449670-38450875
TMEM262	NM_001282448.1	chr11:64855843-64856581:-	chr11:64856905-64858186
TMEM108-AS1	NR_110812.1	chr3:132965291-132975965:-	chr3:132975497-132977969
MIR223	NR_029637.1	chrX:65238711-65238821:+	chrX:65212651-65244029
DLEU7	NM_198989.3	chr13:51285161-51418075:-	chr13:51418920-51421700
LBX1	NM_006562.4	chr10:102986732-102988717:-	chr10:102989414-102990666
LBX1-AS1	NR_029380.1	chr10:102989350-102998616:+	chr10:102989414-102990666
CD7	NM_006137.6	chr17:80272745-80275480:-	chr17:80272200-80274384
LINC00210	NR_048550.1	chr1:218066241-218094146:+	chr1:218065393-218066704
UGT2B15	NM_001076.3	chr4:69512314-69536494:-	chr4:69532523-69534854
LINC00551	NR_051977.1	chr13:107270157-107284006:+	chr13:107269361-107270398
LINC00487	NR_038369.1	chr2:6869299-6910442:-	chr2:6911637-6913649
LOC100507071	NR_134293.1	chr8:22112088-22132675:-	chr8:22128235-22139027
PIWIL2	NM_001330480.1	chr8:22132792-22214379:+	chr8:22128235-22139027
LINC00968	NR_038236.1	chr8:57430876-57472382:-	chr8:57467579-57479726
LOC100128988	NM_001318196.1	chr20:39609400-39654015:+	chr20:39610183-39612163
C9orf92	NM_001271829.1	chr9:16203932-16253105:-	chr9:16252348-16253374
PHF24	NR_136307.1	chr9:34957483-34982541:+	chr9:34955621-34957087
TMEM236	NM_001098844.2	chr10:17794259-17842866:+	chr10:17781968-17800552
LOC105376575	NR_132751.1	chr11:17353588-17371520:+	chr11:17347847-17352283
UGT3A2	NM_174914.3	chr5:36035118-36067023:-	chr5:36064838-36067769
LBP	NM_004139.4	chr20:36974813-37005653:+	chr20:36970654-36972366
CCDC160	NM_001101357.1	chrX:133371076-133379808:+	chrX:133368837-133385800
FNDC1	NM_032532.2	chr6:159590428-159693140:+	chr6:159590839-159593548
LOC101929122	NR_121668.1	chr6:159586930-159591039:-	chr6:159590839-159593548
NFAM1	NM_145912.6	chr22:42776412-42828401:-	chr22:42825991-42829006
OTOA	NM_170664.2	chr16:21716283-21772050:+	chr16:21714593-21715687
C19orf67	NM_001277378.1	chr19:14192443-14196607:-	chr19:14196316-14197498
FCGR1CP	NR_027484.2	chr1:149369293-149378303:+	chr1:149368000-149371113
OR4M2	NM_001004719.2	chr15:22368477-22369561:+	chr15:22368962-22370322
TNFRSF4	NM_003327.3	chr1:1146705-1149548:-	chr1:1147631-1149527
MIR6799	NR_106857.1	chr19:50295122-50295191:+	chr19:50293604-50294940
MIR361	NR_029848.1	chrX:85158640-85158712:-	chrX:85160427-85161601
AQP4	NM_004028.4	chr18:24432001-24442874:-	chr18:24442986-24444707
AQP4-AS1	NR_026908.1	chr18:24445271-24515910:+	chr18:24442986-24444707
TCF4-AS1	NR_132985.1	chr18:53119763-53150171:+	chr18:53118308-53120612
MEOX2	NM_005924.4	chr7:15650836-15726308:-	chr7:15722226-15729526
MEOX2-AS1	NR_110094.1	chr7:15728002-15736517:+	chr7:15722226-15729526
GRXCR2	NM_001080516.1	chr5:145239295-145252531:-	chr5:145251418-145253207
GLYCAM1	NR_003039.3	chr12:55001970-55004246:-	chr12:55004184-55007540
CT45A3	NM_001017435.1	chrX:134883487-134891519:+	chrX:134883541-134884722
TEX37	NM_152670.2	chr2:88824168-88829103:+	chr2:88819570-88821944
PIP	NM_002652.2	chr7:142829173-142836834:+	chr7:142814306-142839610
CALML6	NM_001330313.1	chr1:1846265-1848733:+	chr1:1845428-1846578
RGS18	NM_130782.2	chr1:192127591-192154945:+	chr1:192125427-192131291
C11orf74	NM_001276727.1	chr11:36616042-36680841:+	chr11:36617299-36635443
RAG2	NM_001243786.1	chr11:36613492-36619829:-	chr11:36617299-36635443
HGF	NM_000601.5	chr7:81328323-81399514:-	chr7:81392631-81400820
ZNF835	NM_001005850.2	chr19:57174019-57183123:-	chr19:57182717-57183921
SMOC1	NM_022137.5	chr14:70346113-70499083:+	chr14:70345667-70347434
TAS2R40	NM_176882.1	chr7:142919171-142920143:+	chr7:142919516-142921116
STOML3	NM_001144033.1	chr13:39540061-39564996:-	chr13:39563360-39566052
COX7B2	NM_130902.2	chr4:46736843-46911252:-	chr4:46909821-46911967
EDDM3A	NM_006683.4	chr14:21214098-21216539:+	chr14:21209416-21212754
CD1C	NM_001765.2	chr1:158259562-158264564:+	chr1:158250713-158263920
VSX1	NR_045948.1	chr20:25051520-25063015:-	chr20:25064725-25065775
MIR202	NR_030170.1	chr10:135061014-135061124:-	chr10:135058302-135062459
MIR202HG	NR_108078.1	chr10:135059982-135061389:-	chr10:135058302-135062459
LY9	NM_001033667.2	chr1:160765863-160772536:+	chr1:160765632-160768729
LOC729603	NR_003288.2	chr6:160514113-160517244:+	chr6:160510685-160512850
LCNL1	NM_207510.3	chr9:139877444-139880210:+	chr9:139875770-139877428
AWAT2	NM_001002254.1	chrX:69260391-69269788:-	chrX:69262284-69268254
LINC00911	NR_102737.1	chr14:85860222-85886418:+	chr14:85859102-85861576
MACROD2-IT1	NR_104193.2	chr20:14535029-14609554:+	chr20:14533851-14538002
LOC101928618	NR_108089.1	chr7:36134919-36140263:+	chr7:36131210-36133218
RORA-AS2	NR_120319.1	chr15:60973767-60979448:+	chr15:60973705-60975670
NRK	NM_198465.3	chrX:105066535-105202602:+	chrX:105064169-105067783
MYCT1	NM_025107.2	chr6:153019029-153045717:+	chr6:153016075-153023271
XCL1	NM_002995.2	chr1:168545710-168551315:+	chr1:168546165-168547658
MS4A8	NM_031457.1	chr11:60467046-60483284:+	chr11:60465993-60469975
LINC02121	NR_134266.1	chr5:5069304-5078424:-	chr5:5077607-5079864
LINC00844	NR_108046.1	chr10:60759277-60761377:+	chr10:60758515-60760856
SHE	NM_001010846.2	chr1:154451953-154474526:-	chr1:154470872-154473110
TDRD10	NM_182499.3	chr1:154474694-154520623:+	chr1:154470872-154473110
